SampleID	assigned_arm	chr	Length	total_length_neutral	total_length_gain	total_length_loss	proportion_neutral	proportion_gain	proportion_loss	final_average_TL_p75	chr_order	arm	arm_call	arm_num_seg	arm_cr_wmean	type	total_size	SVs_density
6269C	chr11q	chr11	82384456	9208694	57053865	0	0.111777080860982	0.692531914029996	0	3914	11	q	NA	3	1.2352730074164	DEL	22634165	0.274738295292015
6269C	chr11q	chr11	82384456	9208694	57053865	0	0.111777080860982	0.692531914029996	0	3914	11	q	NA	3	1.2352730074164	INV	92262736	1.11990465774272
6269C	chr11q	chr11	82384456	9208694	57053865	0	0.111777080860982	0.692531914029996	0	3914	11	q	NA	3	1.2352730074164	DUP	34910074	0.423745882354312
6269C	chr12p	chr12	35911664	1401309	0	3603366	0.039020998859869	0	0.100339711353949	4043.16666666667	12	p	NA	NA	NA	DEL	81549	0.00227082209278857
6269C	chr12p	chr12	35911664	1401309	0	3603366	0.039020998859869	0	0.100339711353949	4043.16666666667	12	p	NA	NA	NA	INV	666982094	18.5728540454154
6269C	chr12p	chr12	35911664	1401309	0	3603366	0.039020998859869	0	0.100339711353949	4043.16666666667	12	p	NA	NA	NA	DUP	60381854	1.68139950295815
6269C	chr12q	chr12	97412884	11410659	24422814	3603366	0.117137061664246	0.250714412684876	0.036990651051867	4918.75	12	q	NA	NA	NA	DEL	163270	0.00167606165935915
6269C	chr12q	chr12	97412884	11410659	24422814	3603366	0.117137061664246	0.250714412684876	0.036990651051867	4918.75	12	q	NA	NA	NA	INV	253555147	2.60289128694722
6269C	chr12q	chr12	97412884	11410659	24422814	3603366	0.117137061664246	0.250714412684876	0.036990651051867	4918.75	12	q	NA	NA	NA	DUP	257633924	2.64476230885434
6269C	chr13q	chr13	97043744	3404998	45066150	0	0.0350872489008668	0.464390058982061	0	5219	13	q	NA	2	1.16531524730313	DEL	189929	0.00195714831447558
6269C	chr13q	chr13	97043744	3404998	45066150	0	0.0350872489008668	0.464390058982061	0	5219	13	q	NA	2	1.16531524730313	INV	207883737	2.14216525899908
6269C	chr14q	chr14	89761231	14022368	801280	9214698	0.156218534926287	0.00892679379586494	0.102657883557769	2039	14	q	0	NA	NA	DEL	59491273	0.662772472449715
6269C	chr14q	chr14	89761231	14022368	801280	9214698	0.156218534926287	0.00892679379586494	0.102657883557769	2039	14	q	0	NA	NA	INV	155762731	1.7353007447057
6269C	chr14q	chr14	89761231	14022368	801280	9214698	0.156218534926287	0.00892679379586494	0.102657883557769	2039	14	q	0	NA	NA	DUP	6758	7.52886287845139e-05
6269C	chr15q	chr15	82566565	22033834	1602464	11818139	0.266861458993722	0.0194081466269064	0.143134681695914	3138.5	15	q	0	NA	NA	DEL	47145515	0.571000077331545
6269C	chr15q	chr15	82566565	22033834	1602464	11818139	0.266861458993722	0.0194081466269064	0.143134681695914	3138.5	15	q	0	NA	NA	INV	69930158	0.846954914498381
6269C	chr16p	chr16	36838903	20828184	0	8411404	0.56538556536279	0	0.228329383206661	4978.75	16	p	0	NA	NA	DEL	62512	0.00169690177799268
6269C	chr16p	chr16	36838903	20828184	0	8411404	0.56538556536279	0	0.228329383206661	4978.75	16	p	0	NA	NA	DUP	2383	6.46870510774982e-05
6269C	chr16p	chr16	36838903	20828184	0	8411404	0.56538556536279	0	0.228329383206661	4978.75	16	p	0	NA	NA	INV	153187370	4.15830433387227
6269C	chr16q	chr16	59491471	7009485	0	9412737	0.117823359923307	0	0.158219940468441	4368.75	16	q	0	NA	NA	DEL	90392	0.00151941107658945
6269C	chr16q	chr16	59491471	7009485	0	9412737	0.117823359923307	0	0.158219940468441	4368.75	16	q	0	NA	NA	INV	36607755	0.61534459284088
6269C	chr16q	chr16	59491471	7009485	0	9412737	0.117823359923307	0	0.158219940468441	4368.75	16	q	0	NA	NA	DUP	1721	2.89285164927255e-05
6269C	chr17p	chr17	25689679	6606039	0	2202013	0.257147588336935	0	0.0857158627789783	5390	17	p	0	2	1.03097759166748	DEL	79906	0.00311043201435098
6269C	chr17p	chr17	25689679	6606039	0	2202013	0.257147588336935	0	0.0857158627789783	5390	17	p	0	2	1.03097759166748	DUP	2232	8.68831408909391e-05
6269C	chr17p	chr17	25689679	6606039	0	2202013	0.257147588336935	0	0.0857158627789783	5390	17	p	0	2	1.03097759166748	INV	161279845	6.27800156630996
6269C	chr17q	chr17	58587218	23621556	7406758	0	0.40318616937913	0.126422763408906	0	5776.25	17	q	0	NA	NA	DEL	94261	0.00160890042602808
6269C	chr17q	chr17	58587218	23621556	7406758	0	0.40318616937913	0.126422763408906	0	5776.25	17	q	0	NA	NA	INV	25073716	0.427972463208613
6269C	chr17q	chr17	58587218	23621556	7406758	0	0.40318616937913	0.126422763408906	0	5776.25	17	q	0	NA	NA	DUP	2884	4.92257543275054e-05
6269C	chr18p	chr18	18449624	12822720	0	0	0.695012537924892	0	0	5938	18	p	NA	NA	NA	DEL	36325	0.00196887481284171
6269C	chr18p	chr18	18449624	12822720	0	0	0.695012537924892	0	0	5938	18	p	NA	NA	NA	INV	16072413	0.871151249478038
6269C	chr18q	chr18	62092914	6010620	0	0	0.0968004175162403	0	0	5185.75	18	q	0	NA	NA	DEL	108389	0.00174559370816451
6269C	chr18q	chr18	62092914	6010620	0	0	0.0968004175162403	0	0	5185.75	18	q	0	NA	NA	INV	15055006	0.242459324746782
6269C	chr19q	chr19	33914441	0	0	25844897	0	0	0.76206171288508	5292	19	q	NA	3	0.768780279175319	DEL	56986	0.00168028716734562
6269C	chr19q	chr19	33914441	0	0	25844897	0	0	0.76206171288508	5292	19	q	NA	3	0.768780279175319	INV	22000568	0.648707964846008
6269C	chr1p	chr1	124048267	52639713	54641223	0	0.424348636809251	0.440483565965496	0	4019	1	p	NA	NA	NA	DEL	173190507	1.39615418408062
6269C	chr1p	chr1	124048267	52639713	54641223	0	0.424348636809251	0.440483565965496	0	4019	1	p	NA	NA	NA	DUP	499029749	4.02286755848028
6269C	chr1p	chr1	124048267	52639713	54641223	0	0.424348636809251	0.440483565965496	0	4019	1	p	NA	NA	NA	INV	2507629707	20.2149515478519
6269C	chr1q	chr1	124339061	4803624	24418422	0	0.0386332658568171	0.196385768105487	0	4756.8	1	q	0	2	1.04629087243612	DEL	200076	0.00160911622132968
6269C	chr1q	chr1	124339061	4803624	24418422	0	0.0386332658568171	0.196385768105487	0	4756.8	1	q	0	2	1.04629087243612	INV	179973422	1.44744073626228
6269C	chr1q	chr1	124339061	4803624	24418422	0	0.0386332658568171	0.196385768105487	0	4756.8	1	q	0	2	1.04629087243612	DUP	115436	0.000928396909801338
6269C	chr20p	chr20	28012753	12601953	0	0	0.449864852626231	0	0	3327.25	20	p	0	2	0.985618705570293	DEL	47676	0.00170193911323175
6269C	chr20p	chr20	28012753	12601953	0	0	0.449864852626231	0	0	3327.25	20	p	0	2	0.985618705570293	INV	8309	0.000296614902505298
6269C	chr20p	chr20	28012753	12601953	0	0	0.449864852626231	0	0	3327.25	20	p	0	2	0.985618705570293	DUP	19742808	0.704779283921148
6269C	chr20q	chr20	38197502	5200806	0	14602259	0.136155657508703	0	0.382283087517084	5551.5	20	q	0	NA	NA	DEL	117863	0.00308562062513931
6269C	chr20q	chr20	38197502	5200806	0	14602259	0.136155657508703	0	0.382283087517084	5551.5	20	q	0	NA	NA	DUP	19869509	0.520178230503136
6269C	chr20q	chr20	38197502	5200806	0	14602259	0.136155657508703	0	0.382283087517084	5551.5	20	q	0	NA	NA	INV	12750	0.000333791461022765
6269C	chr21p	chr21	11134529	0	0	5811687	0	0	0.521951759252681	3810.5	21	p	NA	NA	NA	DEL	91865	0.00825046124537464
6269C	chr2p	chr2	93503283	17807120	0	2801120	0.190443794363883	0	0.0299574507988131	6108.25	2	p	0	NA	NA	DEL	64948101	0.694607706982866
6269C	chr2p	chr2	93503283	17807120	0	2801120	0.190443794363883	0	0.0299574507988131	6108.25	2	p	0	NA	NA	DUP	244526879	2.61516891337388
6269C	chr2p	chr2	93503283	17807120	0	2801120	0.190443794363883	0	0.0299574507988131	6108.25	2	p	0	NA	NA	INV	4997175755	53.4438534634126
6269C	chr2q	chr2	149193469	20608183	0	0	0.138130597392303	0	0	3223	2	q	0	9	1.05020403172093	DEL	260689	0.00174732179462896
6269C	chr2q	chr2	149193469	20608183	0	0	0.138130597392303	0	0	3223	2	q	0	9	1.05020403172093	INV	916007377	6.13972838851277
6269C	chr2q	chr2	149193469	20608183	0	0	0.138130597392303	0	0	3223	2	q	0	9	1.05020403172093	DUP	199184969	1.33507834046006
6269C	chr3p	chr3	94076514	10805724	0	3601908	0.11486101621495	0	0.0382870054049834	9171	3	p	0	NA	NA	DEL	342547371	3.64115714364161
6269C	chr3p	chr3	94076514	10805724	0	3601908	0.11486101621495	0	0.0382870054049834	9171	3	p	0	NA	NA	INV	2200350400	23.3889448752321
6269C	chr3p	chr3	94076514	10805724	0	3601908	0.11486101621495	0	0.0382870054049834	9171	3	p	0	NA	NA	DUP	313152846	3.32870376128095
6269C	chr3q	chr3	107029434	5202730	0	2401260	0.0486102729460384	0	0.0224355105904793	4462.125	3	q	0	2	1.01855759022731	DEL	240227	0.00224449472469414
6269C	chr3q	chr3	107029434	5202730	0	2401260	0.0486102729460384	0	0.0224355105904793	4462.125	3	q	0	2	1.01855759022731	INV	109700777	1.02495895661749
6269C	chr3q	chr3	107029434	5202730	0	2401260	0.0486102729460384	0	0.0224355105904793	4462.125	3	q	0	2	1.01855759022731	DUP	161766507	1.51142074618464
6269C	chr4p	chr4	52452474	11810679	0	4403982	0.225169150267345	0	0.0839613780657896	3559.5	4	p	0	3	0.99549398016122	DEL	166520	0.00317468342865963
6269C	chr4p	chr4	52452474	11810679	0	4403982	0.225169150267345	0	0.0839613780657896	3559.5	4	p	0	3	0.99549398016122	INV	1519175959	28.9629038088842
6269C	chr4p	chr4	52452474	11810679	0	4403982	0.225169150267345	0	0.0839613780657896	3559.5	4	p	0	3	0.99549398016122	DUP	43018987	0.820151724397213
6269C	chr4q	chr4	141122471	11610466	0	1801629	0.0822722697365468	0	0.0127664218691295	4636.25	4	q	0	3	1.03461031365442	DEL	252335	0.00178805684319402
6269C	chr4q	chr4	141122471	11610466	0	1801629	0.0822722697365468	0	0.0127664218691295	4636.25	4	q	0	3	1.03461031365442	INV	765131111	5.42175250743732
6269C	chr4q	chr4	141122471	11610466	0	1801629	0.0822722697365468	0	0.0127664218691295	4636.25	4	q	0	3	1.03461031365442	DUP	71474606	0.506472183299568
6269C	chr5p	chr5	48317879	1200300	0	6401600	0.0248417361200809	0	0.132489259307098	5932.5	5	p	0	NA	NA	DEL	149794	0.00310017747260802
6269C	chr5p	chr5	48317879	1200300	0	6401600	0.0248417361200809	0	0.132489259307098	5932.5	5	p	0	NA	NA	DUP	222933828	4.61389929802175
6269C	chr5p	chr5	48317879	1200300	0	6401600	0.0248417361200809	0	0.132489259307098	5932.5	5	p	0	NA	NA	INV	943343231	19.5236887571162
6269C	chr5q	chr5	133727560	7201791	0	8202025	0.0538542017815924	0	0.0613338417301564	3078	5	q	0	3	1.01600349668523	DEL	217583787	1.62706765157459
6269C	chr5q	chr5	133727560	7201791	0	8202025	0.0538542017815924	0	0.0613338417301564	3078	5	q	0	3	1.01600349668523	INV	275668863	2.06142146764661
6269C	chr5q	chr5	133727560	7201791	0	8202025	0.0538542017815924	0	0.0613338417301564	3078	5	q	0	3	1.01600349668523	DUP	105863402	0.791634888126277
6269C	chr6p	chr6	59672548	9607099	0	1801323	0.160996962958579	0	0.0301867954423532	6963	6	p	0	2	1.02824287628589	DEL	160097104	2.68292723146329
6269C	chr6p	chr6	59672548	9607099	0	1801323	0.160996962958579	0	0.0301867954423532	6963	6	p	0	2	1.02824287628589	INV	696692889	11.6752663050353
6269C	chr6p	chr6	59672548	9607099	0	1801323	0.160996962958579	0	0.0301867954423532	6963	6	p	0	2	1.02824287628589	DUP	300739993	5.03983830219551
6269C	chr7p	chr7	62064435	2402508	45247234	0	0.0387098988333657	0.729036428028387	0	7478	7	p	NA	NA	NA	DEL	179644	0.00289447571705116
6269C	chr7p	chr7	62064435	2402508	45247234	0	0.0387098988333657	0.729036428028387	0	7478	7	p	NA	NA	NA	INV	546378793	8.80341201849336
6269C	chr7q	chr7	98502993	4404598	58260721	0	0.044715372252699	0.591461428994345	0	4016	7	q	NA	2	1.31452265725842	INV	111382184	1.13074923520344
6269C	chr7q	chr7	98502993	4404598	58260721	0	0.044715372252699	0.591461428994345	0	4016	7	q	NA	2	1.31452265725842	DEL	206306	0.0020944135169578
6269C	chr7q	chr7	98502993	4404598	58260721	0	0.044715372252699	0.591461428994345	0	4016	7	q	NA	2	1.31452265725842	DUP	163052044	1.65530040290248
6269C	chr8p	chr8	45270456	0	39416076	0	0	0.870679897724026	0	4595.5	8	p	1	NA	NA	DEL	246955	0.00545510299255656
6269C	chr8p	chr8	45270456	0	39416076	0	0	0.870679897724026	0	4595.5	8	p	1	NA	NA	DUP	2553	5.63943954971428e-05
6269C	chr8p	chr8	45270456	0	39416076	0	0	0.870679897724026	0	4595.5	8	p	1	NA	NA	INV	72479611	1.60103558488565
6269C	chr8q	chr8	100988875	0	80632643	0	0	0.798430945982912	0	4293.5	8	q	NA	10	1.28266167097276	DEL	112941	0.00111835090746382
6269C	chr8q	chr8	100988875	0	80632643	0	0	0.798430945982912	0	4293.5	8	q	NA	10	1.28266167097276	INV	31819	0.000315074308927592
6269C	chr8q	chr8	100988875	0	80632643	0	0	0.798430945982912	0	4293.5	8	q	NA	10	1.28266167097276	DUP	25746729	0.254946190855181
6269C	chr9p	chr9	46267185	7600874	0	0	0.164282179691719	0	0	3910	9	p	0	NA	NA	DEL	100561	0.00217348429561902
6269C	chr9p	chr9	46267185	7600874	0	0	0.164282179691719	0	0	3910	9	p	0	NA	NA	INV	370537194	8.00863925479797
6269C	chr9p	chr9	46267185	7600874	0	0	0.164282179691719	0	0	3910	9	p	0	NA	NA	DUP	4094	8.84860403761327e-05
6269C	chr9q	chr9	104350062	10401156	0	5400594	0.0996756092008838	0	0.0517545835286614	5691.625	9	q	NA	4	0.826108161685894	DEL	14369065	0.137700589003962
6269C	chr9q	chr9	104350062	10401156	0	5400594	0.0996756092008838	0	0.0517545835286614	5691.625	9	q	NA	4	0.826108161685894	INV	44219860	0.423764578117836
6269C	chr9q	chr9	104350062	10401156	0	5400594	0.0996756092008838	0	0.0517545835286614	5691.625	9	q	NA	4	0.826108161685894	DUP	64480056	0.617920629505711
6277A	chr11p	chr11	52743313	44642289	0	9809310	0.846406614616719	0	0.185982059943789	3009	11	p	-1	2	0.8594533695581	DEL	123838	0.00234793745322748
6277A	chr11q	chr11	82384456	0	21220034	0	0	0.257573273288349	0	2569.25	11	q	NA	5	1.1496521136152	DEL	145908	0.00177106224989821
6277A	chr11q	chr11	82384456	0	21220034	0	0	0.257573273288349	0	2569.25	11	q	NA	5	1.1496521136152	INV	230890	0.00280259178988813
6277A	chr11q	chr11	82384456	0	21220034	0	0	0.257573273288349	0	2569.25	11	q	NA	5	1.1496521136152	DUP	507882	0.00616477943363491
6277A	chr12p	chr12	35911664	16815708	24222632	0	0.468251986318428	0.674505976665409	0	6638.75	12	p	NA	3	1.30052158970356	DEL	213568	0.00594703715205177
6277A	chr12p	chr12	35911664	16815708	24222632	0	0.468251986318428	0.674505976665409	0	6638.75	12	p	NA	3	1.30052158970356	INV	123328412	3.43421602518892
6277A	chr12q	chr12	97412884	79073865	0	0	0.811739286971526	0	0	6703	12	q	-1	4	0.880717653505246	DEL	187123	0.00192092659940137
6277A	chr12q	chr12	97412884	79073865	0	0	0.811739286971526	0	0	6703	12	q	-1	4	0.880717653505246	INV	27834	0.000285732224086498
6277A	chr13q	chr13	97043744	3004410	32848207	54079380	0.0309593372654707	0.338488661360798	0.557268070778473	7173.33333333333	13	q	NA	NA	NA	DEL	42371133	0.43661890250236
6277A	chr13q	chr13	97043744	3004410	32848207	54079380	0.0309593372654707	0.338488661360798	0.557268070778473	7173.33333333333	13	q	NA	NA	NA	DUP	43454302	0.447780559661837
6277A	chr13q	chr13	97043744	3004410	32848207	54079380	0.0309593372654707	0.338488661360798	0.557268070778473	7173.33333333333	13	q	NA	NA	NA	INV	204098791	2.10316278605244
6277A	chr14q	chr14	89761231	30849280	0	56490134	0.3436815611408	0	0.629337781697758	3409	14	q	NA	NA	NA	DEL	127246	0.00141760533564875
6277A	chr14q	chr14	89761231	30849280	0	56490134	0.3436815611408	0	0.629337781697758	3409	14	q	NA	NA	NA	DUP	20165	0.000224651553631211
6277A	chr15q	chr15	82566565	65500529	1602464	13420636	0.793305728535516	0.0194081466269064	0.162543228000341	7062	15	q	0	NA	NA	DEL	145926	0.00176737399696839
6277A	chr16p	chr16	36838903	12216531	0	0	0.331620379683944	0	0	4287.5	16	p	NA	NA	NA	DEL	57825	0.00156967214794643
6277A	chr16p	chr16	36838903	12216531	0	0	0.331620379683944	0	0	4287.5	16	p	NA	NA	NA	DUP	1084	2.94254147578716e-05
6277A	chr16q	chr16	59491471	40655013	2202981	0	0.683375487555183	0.0370301988330394	0	187	16	q	0	NA	NA	DEL	93443	0.00157069573889003
6277A	chr16q	chr16	59491471	40655013	2202981	0	0.683375487555183	0.0370301988330394	0	187	16	q	0	NA	NA	DUP	8393	0.000141079046440119
6277A	chr16q	chr16	59491471	40655013	2202981	0	0.683375487555183	0.0370301988330394	0	187	16	q	0	NA	NA	INV	663	1.11444546395567e-05
6277A	chr17q	chr17	58587218	0	1801647	0	0	0.03075153696494	0	6174	17	q	NA	3	1.12260441465535	DEL	138576	0.00236529408172274
6277A	chr17q	chr17	58587218	0	1801647	0	0	0.03075153696494	0	6174	17	q	NA	3	1.12260441465535	INV	8377448	0.142991053099671
6277A	chr18p	chr18	18449624	14425560	0	12221655	0.781889105165504	0	0.662433825209663	6668.25	18	p	-1	2	0.787132416202792	DEL	20320	0.0011013774589661
6277A	chr18p	chr18	18449624	14425560	0	12221655	0.781889105165504	0	0.662433825209663	6668.25	18	p	-1	2	0.787132416202792	INV	223	1.20869671923937e-05
6277A	chr18q	chr18	62092914	21237590	2804970	28049571	0.342029204813934	0.045173753642807	0.451735458896324	7351	18	q	NA	NA	NA	DEL	85517	0.00137724249823418
6277A	chr18q	chr18	62092914	21237590	2804970	28049571	0.342029204813934	0.045173753642807	0.451735458896324	7351	18	q	NA	NA	NA	INV	6914	0.000111349259595064
6277A	chr19p	chr19	27792923	0	3405933	14024430	0	0.122546772068559	0.504604355576418	6247	19	p	1	3	1.18773939175575	DEL	98096	0.0035295316005445
6277A	chr19q	chr19	33914441	0	0	23040020	0	0	0.679357209514378	2716.5	19	q	NA	NA	NA	DEL	48693	0.00143576006456954
6277A	chr19q	chr19	33914441	0	0	23040020	0	0	0.679357209514378	2716.5	19	q	NA	NA	NA	INV	2377	7.00881373807695e-05
6277A	chr1p	chr1	124048267	62246961	0	18614043	0.501796296759228	0	0.150054841153081	5311	1	p	0	3	0.952136499095805	DEL	146649	0.00118219305715895
6277A	chr1p	chr1	124048267	62246961	0	18614043	0.501796296759228	0	0.150054841153081	5311	1	p	0	3	0.952136499095805	DUP	9513	7.66878911738445e-05
6277A	chr1q	chr1	124339061	33225005	22016610	4803624	0.267212931582297	0.177069135177078	0.0386332658568171	4704.75	1	q	0	NA	NA	DEL	238721	0.001919919597913
6277A	chr1q	chr1	124339061	33225005	22016610	4803624	0.267212931582297	0.177069135177078	0.0386332658568171	4704.75	1	q	0	NA	NA	INV	1584883	0.0127464610658432
6277A	chr20p	chr20	28012753	0	20003100	0	0	0.714071194644811	0	8050.5	20	p	1	2	1.17840009126921	DEL	71981	0.00256957964824093
6277A	chr20p	chr20	28012753	0	20003100	0	0	0.714071194644811	0	8050.5	20	p	1	2	1.17840009126921	INV	166107	0.00592969209416868
6277A	chr21q	chr21	33956153	13427001	0	10420956	0.395421736967671	0	0.30689448242267	4477	21	q	0	2	0.934006473476189	DEL	47103	0.00138717127349497
6277A	chr21q	chr21	33956153	13427001	0	10420956	0.395421736967671	0	0.30689448242267	4477	21	q	0	2	0.934006473476189	INV	5666030	0.166863130814613
6277A	chr22q	chr22	37075304	35085400	0	0	0.946328046291947	0	0	5396.75	22	q	-1	NA	NA	DEL	71063	0.00191672062891244
6277A	chr22q	chr22	37075304	35085400	0	0	0.946328046291947	0	0	5396.75	22	q	-1	NA	NA	INV	21349	0.000575828049852268
6277A	chr2p	chr2	93503283	69427760	84833920	200080	0.742516816227725	0.907282795621198	0.00213981791420094	4544.25	2	p	NA	NA	NA	DEL	169872	0.00181674904398811
6277A	chr2q	chr2	149193469	200079	37814942	0	0.00134107076764868	0.25346244881537	0	5423.5	2	q	NA	2	1.17445859802724	DEL	249704	0.00167369256626106
6277A	chr2q	chr2	149193469	200079	37814942	0	0.00134107076764868	0.25346244881537	0	5423.5	2	q	NA	2	1.17445859802724	INV	307837188	2.06334224992114
6277A	chr3p	chr3	94076514	0	65034421	0	0	0.691292844885813	0	5097.9	3	p	1	8	1.19672654720442	DEL	141376	0.00150277677168182
6277A	chr3q	chr3	107029434	0	0	76240005	0	0	0.712327461247716	6069	3	q	NA	3	0.652701107786535	DEL	230293	0.00215167913529282
6277A	chr4p	chr4	52452474	0	46441992	0	0	0.885410895966509	0	4112.5	4	p	1	2	1.19410055880652	DEL	92775	0.00176874402530565
6277A	chr4q	chr4	141122471	9208280	6205608	0	0.0652502747064286	0.0439732096244261	0	4390.5	4	q	0	NA	NA	DEL	214895	0.00152275536615285
6277A	chr4q	chr4	141122471	9208280	6205608	0	0.0652502747064286	0.0439732096244261	0	4390.5	4	q	0	NA	NA	DUP	54757	0.000388010496216439
6277A	chr4q	chr4	141122471	9208280	6205608	0	0.0652502747064286	0.0439732096244261	0	4390.5	4	q	0	NA	NA	INV	7623252	0.0540186969940457
6277A	chr5p	chr5	48317879	34608650	14203550	5001250	0.716270058129	0.293960544087624	0.103507233833671	5226.83333333333	5	p	0	NA	NA	DEL	169135	0.00350046408287086
6277A	chr5p	chr5	48317879	34608650	14203550	5001250	0.716270058129	0.293960544087624	0.103507233833671	5226.83333333333	5	p	0	NA	NA	DUP	111261	0.00230268799671443
6277A	chr5q	chr5	133727560	83220800	0	42810641	0.622315998287862	0	0.320133269462181	8993	5	q	0	NA	NA	DEL	186159	0.00139207654727268
6277A	chr6p	chr6	59672548	0	57042099	0	0	0.955918607665287	0	3839.66666666667	6	p	1	5	1.28485993707276	DEL	129427	0.00216895380435238
6277A	chr6p	chr6	59672548	0	57042099	0	0	0.955918607665287	0	3839.66666666667	6	p	1	5	1.28485993707276	INV	105288179	1.76443243214619
6277A	chr6p	chr6	59672548	0	57042099	0	0	0.955918607665287	0	3839.66666666667	6	p	1	5	1.28485993707276	DUP	16281	0.000272839028090438
6277A	chr6q	chr6	112454080	0	13609996	95069825	0	0.121027142812426	0.845410188763271	7479	6	q	-1	5	0.649804612968986	DEL	279922	0.0024892115964134
6277A	chr6q	chr6	112454080	0	13609996	95069825	0	0.121027142812426	0.845410188763271	7479	6	q	-1	5	0.649804612968986	DUP	12530	0.000111423258275734
6277A	chr6q	chr6	112454080	0	13609996	95069825	0	0.121027142812426	0.845410188763271	7479	6	q	-1	5	0.649804612968986	INV	451900	0.00401852916319266
6277A	chr7p	chr7	62064435	6606897	42244099	0	0.106452221791756	0.68064905448668	0	6403.5	7	p	NA	NA	NA	DEL	147109	0.00237026245385139
6277A	chr7p	chr7	62064435	6606897	42244099	0	0.106452221791756	0.68064905448668	0	6403.5	7	p	NA	NA	NA	INV	1095	1.76429544553173e-05
6277A	chr7p	chr7	62064435	6606897	42244099	0	0.106452221791756	0.68064905448668	0	6403.5	7	p	NA	NA	NA	DUP	815	1.31315140466517e-05
6277A	chr7q	chr7	98502993	0	38640273	0	0	0.392275115944954	0	5808	7	q	NA	6	1.16503654181738	DEL	205097	0.00208213977822989
6277A	chr7q	chr7	98502993	0	38640273	0	0	0.392275115944954	0	5808	7	q	NA	6	1.16503654181738	INV	20419625	0.207299538603868
6277A	chr8p	chr8	45270456	0	36614929	0	0	0.808804068596084	0	3993	8	p	1	NA	NA	DEL	116796	0.00257996075851323
6277A	chr8p	chr8	45270456	0	36614929	0	0	0.808804068596084	0	3993	8	p	1	NA	NA	DUP	3334	7.36462650166369e-05
6277A	chr8q	chr8	100988875	0	68627783	0	0	0.679557852288185	0	5108.5	8	q	NA	NA	NA	DEL	135135	0.00133811768870581
6277A	chr8q	chr8	100988875	0	68627783	0	0	0.679557852288185	0	5108.5	8	q	NA	NA	NA	INV	12486194	0.123639301853793
6277A	chr9p	chr9	46267185	0	74208533	3000345	0	1.60391285962178	0.0648482288256785	4765.25	9	p	NA	NA	NA	DEL	88551	0.00191390507116437
6277A	chr9p	chr9	46267185	0	74208533	3000345	0	1.60391285962178	0.0648482288256785	4765.25	9	p	NA	NA	NA	INV	6979689	0.150856141345102
6277A	chr9p	chr9	46267185	0	74208533	3000345	0	1.60391285962178	0.0648482288256785	4765.25	9	p	NA	NA	NA	DUP	24205	0.000523156963191082
6277A	chr9q	chr9	104350062	50805826	0	19802224	0.486878733239277	0	0.189767247095646	6324.16666666667	9	q	NA	6	0.814387625459544	DEL	3323046	0.0318451751375097
6285B	chr10p	chr10	40649191	2202585	0	0	0.0541852112136746	0	0	4350	10	p	0	5	1.01974887862636	DEL	70890	0.0017439461464313
6285B	chr10q	chr10	94108943	8409860	1201410	0	0.0893630268485748	0.0127661618726288	0	3308	10	q	0	13	1.01127274006362	DEL	157525	0.00167385792442701
6285B	chr11q	chr11	82384456	16815876	0	0	0.204114669398315	0	0	2939	11	q	0	7	1.0253895280216	DEL	87424	0.00106117105391823
6285B	chr11q	chr11	82384456	16815876	0	0	0.204114669398315	0	0	2939	11	q	0	7	1.0253895280216	INV	150462	0.00182633966776451
6285B	chr12p	chr12	35911664	3803553	0	0	0.105914139762502	0	0	3126.5	12	p	0	4	1.03810558801135	DEL	87320	0.00243152197013204
6285B	chr12p	chr12	35911664	3803553	0	0	0.105914139762502	0	0	3126.5	12	p	0	4	1.03810558801135	DUP	21169	0.000589474216510825
6285B	chr12q	chr12	97412884	6806358	0	0	0.0698712297646377	0	0	3656	12	q	0	8	1.03187443393351	DEL	137997	0.00141661959212705
6285B	chr13q	chr13	97043744	0	0	65295835	0	0	0.672849503827882	4999.5	13	q	NA	7	0.754819493319565	DEL	119397	0.0012303420609988
6285B	chr13q	chr13	97043744	0	0	65295835	0	0	0.672849503827882	4999.5	13	q	NA	7	0.754819493319565	INV	2554	2.63180282904172e-05
6285B	chr14q	chr14	89761231	0	1402240	51281815	0	0.0156218891427636	0.571313633165303	4150	14	q	NA	5	0.70777569880681	DEL	142078	0.00158284371122317
6285B	chr15q	chr15	82566565	0	2003080	0	0	0.024260183283633	0	4122.33333333333	15	q	0	7	1.01460218404483	DEL	144546	0.00175066020973502
6285B	chr16p	chr16	36838903	7610320	0	0	0.206583784538861	0	0	3884	16	p	0	4	1.00241598666031	DEL	54663	0.00148383897316378
6285B	chr16q	chr16	59491471	6008130	0	0	0.100991451362835	0	0	3144.5	16	q	0	5	1.00297287322769	DEL	88859	0.00149364267694776
6285B	chr16q	chr16	59491471	6008130	0	0	0.100991451362835	0	0	3144.5	16	q	0	5	1.00297287322769	INV	1095	1.84059997440642e-05
6285B	chr16q	chr16	59491471	6008130	0	0	0.100991451362835	0	0	3144.5	16	q	0	5	1.00297287322769	DUP	1721	2.89285164927255e-05
6285B	chr17p	chr17	25689679	4804392	0	0	0.187016427881407	0	0	2440	17	p	0	NA	NA	DEL	78906	0.00307150587595898
6285B	chr17q	chr17	58587218	14413122	200183	0	0.246011374016769	0.00341683744054889	0	2066	17	q	0	5	0.968150992493035	DEL	105431	0.00179955634691512
