filename	chr	Arm	arm_size.y	type	sv_count	sv_size_sum	chr_arm_length_mb	sv_rate	sv_proportion	region
6269C	chr19	q	33914441	INS	2	2e-06	33.914441	0.0589719288016571	5.89719288016571e-08	chr19q
6269C	chr2	p	93503283	DEL	3	0.056639	93.503283	0.0320844349390385	0.0006057434368374	chr2p
6269C	chr2	q	149193469	DEL	5	0.031551	149.193469	0.0335135313463353	0.000211477085501645	chr2q
6269C	chr2	q	149193469	INS	4	4e-06	149.193469	0.0268108250770682	2.68108250770682e-08	chr2q
6269C	chr20	p	28012753	DEL	1	0.00943	28.012753	0.0356980265381271	0.000336632390254539	chr20p
6269C	chr20	p	28012753	INV	1	0.000618	28.012753	0.0356980265381271	2.20613804005626e-05	chr20p
6269C	chr20	q	38197502	DEL	3	0.001854	38.197502	0.0785391672994742	4.85372053910751e-05	chr20q
6269C	chr20	q	38197502	INS	1	1e-06	38.197502	0.0261797224331581	2.61797224331581e-08	chr20q
6269C	chr21	q	33956153	DEL	1	6.8e-05	33.956153	0.0294497436149496	2.00258256581657e-06	chr21q
6269C	chr21	q	33956153	DUP	1	0.024224	33.956153	0.0294497436149496	0.000713390589328538	chr21q
6269C	chr22	q	37075304	DEL	4	0.171476	37.075304	0.10788852870903	0.00462507333722739	chr22q
6269C	chr22	q	37075304	DUP	1	0.012046	37.075304	0.0269721321772574	0.000324906304207243	chr22q
6269C	chr22	q	37075304	INS	2	2e-06	37.075304	0.0539442643545148	5.39442643545148e-08	chr22q
6269C	chr3	p	94076514	DEL	7	0.066342	94.076514	0.0744075189690808	0.00070519194620668	chr3p
6269C	chr3	p	94076514	INS	1	1e-06	94.076514	0.0106296455670115	1.06296455670115e-08	chr3p
6269C	chr3	q	107029434	DEL	6	0.094549	107.029434	0.0560593453199052	0.000883392506775286	chr3q
6269C	chr3	q	107029434	INS	1	1e-06	107.029434	0.0093432242199842	9.34322421998420e-09	chr3q
6269C	chr4	p	52452474	DEL	2	0.098154	52.452474	0.0381297553286047	0.00187129400226193	chr4p
6269C	chr4	p	52452474	INS	1	1e-06	52.452474	0.0190648776643024	1.90648776643024e-08	chr4p
6269C	chr4	p	52452474	INV	1	0.002018	52.452474	0.0190648776643024	3.84729231265622e-05	chr4p
6269C	chr4	q	141122471	DEL	10	0.053453	141.122471	0.0708604372439029	0.000378770295199834	chr4q
6269C	chr4	q	141122471	INS	8	8e-06	141.122471	0.0566883497951223	5.66883497951223e-08	chr4q
6269C	chr4	q	141122471	INV	1	0.011552	141.122471	0.00708604372439029	8.18579771041566e-05	chr4q
6269C	chr5	p	48317879	INS	1	1e-06	48.317879	0.0206962726985595	2.06962726985595e-08	chr5p
6269C	chr5	q	133727560	DEL	6	0.041686	133.72756	0.0448673407336528	0.000311723327637175	chr5q
6269C	chr5	q	133727560	DUP	2	0.025755	133.72756	0.0149557802445509	0.000192593060099205	chr5q
6269C	chr6	p	59672548	DEL	9	0.028531	59.672548	0.150823122216936	0.000478126055552379	chr6p
6269C	chr6	p	59672548	INS	12	1.2e-05	59.672548	0.201097496289248	2.01097496289248e-07	chr6p
6269C	chr6	q	112454080	DEL	13	0.143302	112.45408	0.115602742025901	0.00127431570290736	chr6q
6269C	chr6	q	112454080	DUP	2	0.00396	112.45408	0.017785037234754	3.52143737248128e-05	chr6q
6269C	chr6	q	112454080	INS	3	3e-06	112.45408	0.0266775558521309	2.66775558521309e-08	chr6q
6269C	chr6	q	112454080	INV	1	0.001674	112.45408	0.00889251861737698	1.48860761654891e-05	chr6q
6269C	chr7	p	62064435	DEL	5	0.01727	62.064435	0.0805614358690287	0.000278259199491625	chr7p
6269C	chr7	p	62064435	INS	1	1e-06	62.064435	0.0161122871738057	1.61122871738057e-08	chr7p
6269C	chr7	q	98502993	DEL	7	0.112871	98.502993	0.0710638305173123	0.00114586365918851	chr7q
6269C	chr7	q	98502993	DUP	1	0.096571	98.502993	0.0101519757881875	0.000980386453841052	chr7q
6269C	chr7	q	98502993	INS	2	2e-06	98.502993	0.0203039515763749	2.03039515763749e-08	chr7q
6269C	chr8	p	45270456	DEL	3	0.03496	45.270456	0.0662683848380056	0.000772247577978892	chr8p
6269C	chr8	p	45270456	INS	1	1e-06	45.270456	0.0220894616126685	2.20894616126685e-08	chr8p
6269C	chr8	q	100988875	DEL	1	0.014219	100.988875	0.0099020807985038	0.000140797686873925	chr8q
6269C	chr8	q	100988875	DUP	1	0.003327	100.988875	0.0099020807985038	3.29442228166221e-05	chr8q
6269C	chr8	q	100988875	INS	1	1e-06	100.988875	0.0099020807985038	9.9020807985038e-09	chr8q
6269C	chr8	q	100988875	INV	1	0.000887	100.988875	0.0099020807985038	8.78314566827287e-06	chr8q
6269C	chr9	p	46267185	DEL	2	0.015075	46.267185	0.0432271814245885	0.000325824879987836	chr9p
6269C	chr9	q	104350062	DEL	4	0.012826	104.350062	0.0383325119634332	0.000122913199610749	chr9q
6269C	chr9	q	104350062	INS	2	2e-06	104.350062	0.0191662559817166	1.91662559817166e-08	chr9q
6269C	chrX	p	59373565	DEL	2	0.007525	59.373565	0.0336850246401745	0.000126739905208656	chrXp
6269C	chrX	p	59373565	DUP	1	0.001047	59.373565	0.0168425123200872	1.76341103991313e-05	chrXp
6269C	chrX	p	59373565	INS	2	2e-06	59.373565	0.0336850246401745	3.36850246401745e-08	chrXp
6269C	chrX	p	59373565	INV	1	0.001341	59.373565	0.0168425123200872	2.2585809021237e-05	chrXp
6269C	chrX	q	94886001	DEL	4	0.00856	94.886001	0.0421558497338295	9.02135184303952e-05	chrXq
6269C	chrX	q	94886001	INS	3	3e-06	94.886001	0.0316168873003722	3.16168873003722e-08	chrXq
6269C	chrY	p	10724418	DEL	19	0.008503	10.724418	1.77165791187923	0.000792863538142583	chrYp
6269C	chrY	p	10724418	INS	21	2.1e-05	10.724418	1.95814821839283	1.95814821839283e-06	chrYp
6277A	chr1	p	124048267	DEL	4	0.020878	124.048267	0.0322455129502132	0.000168305454843638	chr1p
6277A	chr1	p	124048267	INS	1	1e-06	124.048267	0.00806137823755329	8.06137823755329e-09	chr1p
6277A	chr1	q	124339061	DEL	4	0.039117	124.339061	0.0321700997886738	0.000314599448358388	chr1q
6277A	chr1	q	124339061	DUP	1	0.12402	124.339061	0.00804252494716845	0.000997433943947832	chr1q
6277A	chr1	q	124339061	INV	1	0.001196	124.339061	0.00804252494716845	9.61885983681347e-06	chr1q
6277A	chr10	p	40649191	DEL	3	0.000751	40.649191	0.0738022067893061	1.8475152432923e-05	chr10p
6277A	chr10	p	40649191	INS	3	3e-06	40.649191	0.0738022067893061	7.38022067893061e-08	chr10p
6277A	chr10	q	94108943	DEL	9	0.035046	94.108943	0.09563384427769	0.000372398189617325	chr10q
6277A	chr10	q	94108943	INS	5	5e-06	94.108943	0.0531299134876055	5.31299134876055e-08	chr10q
6277A	chr11	p	52743313	DEL	6	0.055827	52.743313	0.11375849674062	0.0010584659329231	chr11p
6277A	chr11	q	82384456	DEL	5	0.053775	82.384456	0.0606910604592692	0.00065273235523944	chr11q
6277A	chr11	q	82384456	DUP	1	0.507873	82.384456	0.0121382120918538	0.00616467018972608	chr11q
6277A	chr11	q	82384456	INS	1	1e-06	82.384456	0.0121382120918538	1.21382120918538e-08	chr11q
6277A	chr12	p	35911664	DEL	3	0.013478	35.911664	0.0835383178011467	0.000375309815774619	chr12p
6277A	chr12	p	35911664	DUP	3	20.437475	35.911664	0.0835383178011467	0.569104093867664	chr12p
6277A	chr12	p	35911664	INS	3	3e-06	35.911664	0.0835383178011467	8.35383178011467e-08	chr12p
6277A	chr12	q	97412884	DEL	5	0.017675	97.412884	0.0513279126403854	0.000181444171183762	chr12q
6277A	chr12	q	97412884	DUP	2	0.575962	97.412884	0.0205311650561542	0.00591258544403633	chr12q
6277A	chr12	q	97412884	INS	3	3e-06	97.412884	0.0307967475842313	3.07967475842313e-08	chr12q
6277A	chr12	q	97412884	INV	1	0.019296	97.412884	0.0102655825280771	0.000198084680461775	chr12q
6277A	chr13	q	97043744	DEL	6	0.573098	97.043744	0.0618277876830473	0.00590556357759651	chr13q
6277A	chr13	q	97043744	DUP	3	81.090348	97.043744	0.0309138938415237	0.835606136548071	chr13q
6277A	chr13	q	97043744	INS	1	1e-06	97.043744	0.0103046312805079	1.03046312805079e-08	chr13q
6277A	chr14	p	11400261	DEL	2	0.007347	11.400261	0.175434579962687	0.00064445892949293	chr14p
6277A	chr14	q	89761231	DEL	4	0.004049	89.761231	0.0445626687093897	4.51085614010797e-05	chr14q
6277A	chr14	q	89761231	DUP	1	0.020164	89.761231	0.0111406671773474	0.000224640412964033	chr14q
6277A	chr14	q	89761231	INS	5	5e-06	89.761231	0.0557033358867371	5.57033358867371e-08	chr14q
6277A	chr15	q	82566565	DEL	7	0.057339	82.566565	0.084780080169255	0.000694457859546416	chr15q
6277A	chr16	p	36838903	DEL	2	0.00381	36.838903	0.0542904331326044	0.000103423275117611	chr16p
6277A	chr16	p	36838903	INS	2	2e-06	36.838903	0.0542904331326044	5.42904331326044e-08	chr16p
6277A	chr16	q	59491471	DEL	6	76.674191	59.491471	0.10085479311816	1.28882661180121	chr16q
6277A	chr16	q	59491471	DUP	1	0.008366	59.491471	0.01680913218636	0.000140625199871087	chr16q
6277A	chr16	q	59491471	INS	1	1e-06	59.491471	0.01680913218636	1.680913218636e-08	chr16q
6277A	chr16	q	59491471	INV	1	0.000662	59.491471	0.01680913218636	1.11276455073703e-05	chr16q
6277A	chr17	q	58587218	DEL	4	19.343783	58.587218	0.0682742778467481	0.3301707037873	chr17q
6277A	chr18	p	18449624	DEL	1	6.6e-05	18.449624	0.0542016466026625	3.57730867577572e-06	chr18p
6277A	chr18	q	62092914	DEL	1	0.002762	62.092914	0.0161048972512387	4.44817262079212e-05	chr18q
6277A	chr18	q	62092914	INS	3	3e-06	62.092914	0.0483146917537161	4.83146917537161e-08	chr18q
6277A	chr19	q	33914441	DEL	1	0.005191	33.914441	0.0294859644008285	0.000153061641204701	chr19q
6277A	chr19	q	33914441	DUP	1	0.001348	33.914441	0.0294859644008285	3.97470800123169e-05	chr19q
6277A	chr19	q	33914441	INS	5	5e-06	33.914441	0.147429822004143	1.47429822004143e-07	chr19q
6277A	chr2	p	93503283	DEL	1	0.019899	93.503283	0.0106948116463462	0.000212816056950642	chr2p
6277A	chr2	p	93503283	INS	2	2e-06	93.503283	0.0213896232926923	2.13896232926923e-08	chr2p
6277A	chr2	q	149193469	DEL	11	0.04207	149.193469	0.0737297689619376	0.000281982852748065	chr2q
6277A	chr2	q	149193469	DUP	3	60.483478	149.193469	0.0201081188078012	0.405402987177676	chr2q
6277A	chr2	q	149193469	INS	6	6e-06	149.193469	0.0402162376156023	4.02162376156023e-08	chr2q
6277A	chr2	q	149193469	INV	1	13.729722	149.193469	0.00670270626926705	0.0920262937246938	chr2q
6277A	chr20	p	28012753	DEL	2	0.000326	28.012753	0.0713960530762542	1.16375566514294e-05	chr20p
6277A	chr20	p	28012753	INV	1	0.000618	28.012753	0.0356980265381271	2.20613804005626e-05	chr20p
6277A	chr20	q	38197502	DEL	1	0.001628	38.197502	0.0261797224331581	4.26205881211813e-05	chr20q
6277A	chr20	q	38197502	INS	2	2e-06	38.197502	0.0523594448663161	5.23594448663161e-08	chr20q
6277A	chr21	p	11134529	DEL	1	0.104565	11.134529	0.0898107140409801	0.00939105731369508	chr21p
6277A	chr21	q	33956153	DEL	1	0.000314	33.956153	0.0294497436149496	9.24721949509416e-06	chr21q
6277A	chr21	q	33956153	INS	1	1e-06	33.956153	0.0294497436149496	2.94497436149495e-08	chr21q
6277A	chr21	q	33956153	INV	1	0.002223	33.956153	0.0294497436149496	6.54667800560329e-05	chr21q
6277A	chr22	p	14249622	DEL	1	0.016803	14.249622	0.070177300141716	0.00117918917428125	chr22p
6277A	chr22	p	14249622	INS	1	1e-06	14.249622	0.070177300141716	7.0177300141716e-08	chr22p
6277A	chr22	q	37075304	DEL	2	0.015166	37.075304	0.0539442643545148	0.000409059356600286	chr22q
6277A	chr22	q	37075304	INS	1	1e-06	37.075304	0.0269721321772574	2.69721321772574e-08	chr22q
6277A	chr3	p	94076514	DEL	4	0.259429	94.076514	0.0425185822680462	0.00275763831980424	chr3p
6277A	chr3	p	94076514	DUP	1	8.1e-05	94.076514	0.0106296455670115	8.61001290927936e-07	chr3p
6277A	chr3	p	94076514	INS	1	1e-06	94.076514	0.0106296455670115	1.06296455670115e-08	chr3p
6277A	chr3	q	107029434	DEL	5	0.180181	107.029434	0.046716121099921	0.00168347148318097	chr3q
6277A	chr3	q	107029434	INS	1	1e-06	107.029434	0.0093432242199842	9.34322421998420e-09	chr3q
6277A	chr4	p	52452474	DEL	1	0.004499	52.452474	0.0190648776643024	8.57728846116963e-05	chr4p
6277A	chr4	p	52452474	INS	2	2e-06	52.452474	0.0381297553286047	3.81297553286047e-08	chr4p
6277A	chr4	q	141122471	DEL	5	0.031506	141.122471	0.0354302186219514	0.00022325289358064	chr4q
6277A	chr4	q	141122471	DUP	1	0.050256	141.122471	0.00708604372439029	0.000356116213412958	chr4q
6277A	chr4	q	141122471	INS	7	7e-06	141.122471	0.049602306070732	4.9602306070732e-08	chr4q
6277A	chr5	p	48317879	DEL	1	0.002134	48.317879	0.0206962726985595	4.41658459387259e-05	chr5p
6277A	chr5	p	48317879	INS	1	1e-06	48.317879	0.0206962726985595	2.06962726985595e-08	chr5p
6277A	chr5	q	133727560	DEL	2	0.00494	133.72756	0.0149557802445509	3.69407772040408e-05	chr5q
6277A	chr5	q	133727560	INS	2	2e-06	133.72756	0.0149557802445509	1.49557802445509e-08	chr5q
6277A	chr6	p	59672548	DEL	17	0.037595	59.672548	0.284888119743102	0.000630021697749525	chr6p
6277A	chr6	p	59672548	INS	15	1.5e-05	59.672548	0.251371870361561	2.51371870361561e-07	chr6p
6277A	chr6	q	112454080	DEL	12	0.139189	112.45408	0.106710223408524	0.00123774077383408	chr6q
6277A	chr6	q	112454080	DUP	1	0.012516	112.45408	0.00889251861737698	0.00011129876301509	chr6q
6277A	chr6	q	112454080	INS	1	1e-06	112.45408	0.00889251861737698	8.89251861737698e-09	chr6q
6277A	chr7	p	62064435	DEL	3	0.005832	62.064435	0.0483368615214172	9.39668587976351e-05	chr7p
6277A	chr7	p	62064435	DUP	1	0.00025	62.064435	0.0161122871738057	4.02807179345143e-06	chr7p
6277A	chr7	p	62064435	INS	1	1e-06	62.064435	0.0161122871738057	1.61122871738057e-08	chr7p
6277A	chr7	p	62064435	INV	1	0.001094	62.064435	0.0161122871738057	1.76268421681435e-05	chr7p
6277A	chr7	q	98502993	DEL	9	0.088422	98.502993	0.0913677820936872	0.000897658003143113	chr7q
6277A	chr7	q	98502993	INS	3	3e-06	98.502993	0.0304559273645624	3.04559273645624e-08	chr7q
6277A	chr7	q	98502993	INV	1	20.40697	98.502993	0.0101519757881875	0.207171065350268	chr7q
6277A	chr8	p	45270456	DEL	2	0.024645	45.270456	0.0441789232253371	0.000544394781444216	chr8p
6277A	chr8	p	45270456	INS	2	2e-06	45.270456	0.0441789232253371	4.41789232253371e-08	chr8p
6277A	chr8	q	100988875	DEL	2	0.000871	100.988875	0.0198041615970076	8.62471237549681e-06	chr8q
6277A	chr8	q	100988875	INS	1	1e-06	100.988875	0.0099020807985038	9.9020807985038e-09	chr8q
6277A	chr8	q	100988875	INV	1	0.000887	100.988875	0.0099020807985038	8.78314566827287e-06	chr8q
6277A	chr9	p	46267185	DEL	1	0.017027	46.267185	0.0216135907122943	0.000368014609058234	chr9p
6277A	chr9	p	46267185	DUP	1	0.024201	46.267185	0.0216135907122943	0.000523070508828233	chr9p
6277A	chr9	p	46267185	INS	1	1e-06	46.267185	0.0216135907122943	2.16135907122943e-08	chr9p
6277A	chr9	q	104350062	DEL	3	0.012163	104.350062	0.0287493839725749	0.00011655958575281	chr9q
6277A	chr9	q	104350062	INS	3	3e-06	104.350062	0.0287493839725749	2.87493839725749e-08	chr9q
6277A	chrX	p	59373565	DEL	2	0.005278	59.373565	0.0336850246401745	8.88947800254204e-05	chrXp
6277A	chrX	p	59373565	INS	1	1e-06	59.373565	0.0168425123200872	1.68425123200872e-08	chrXp
6277A	chrY	p	10724418	DEL	24	0.01076	10.724418	2.23788367816323	0.00100331784904318	chrYp
6277A	chrY	p	10724418	INS	26	2.6e-05	10.724418	2.42437398467684	2.42437398467684e-06	chrYp
6277A	chrY	q	51735611	DEL	2	0.007429	51.735611	0.0386580918122335	0.000143595482036542	chrYq
6285B	chr1	p	124048267	DEL	9	0.050597	124.048267	0.0725524041379796	0.000407881554685484	chr1p
6285B	chr1	p	124048267	INS	1	1e-06	124.048267	0.00806137823755329	8.06137823755329e-09	chr1p
6285B	chr1	q	124339061	DEL	9	0.050786	124.339061	0.0723827245245161	0.000408447671966897	chr1q
6285B	chr1	q	124339061	INS	1	1e-06	124.339061	0.00804252494716845	8.04252494716845e-09	chr1q
6285B	chr10	p	40649191	DEL	1	0.000466	40.649191	0.0246007355964354	1.14639427879389e-05	chr10p
6285B	chr10	p	40649191	INS	1	1e-06	40.649191	0.0246007355964354	2.46007355964354e-08	chr10p
6285B	chr10	q	94108943	DEL	4	0.016346	94.108943	0.0425039307900844	0.00017369231317368	chr10q
6285B	chr10	q	94108943	INS	3	3e-06	94.108943	0.0318779480925633	3.18779480925633e-08	chr10q
6285B	chr11	p	52743313	DEL	3	0.03574	52.743313	0.05687924837031	0.00067762144558496	chr11p
6285B	chr11	p	52743313	DUP	1	0.045787	52.743313	0.01895974945677	0.000868110048377128	chr11p
6285B	chr11	p	52743313	INS	1	1e-06	52.743313	0.01895974945677	1.895974945677e-08	chr11p
6285B	chr11	q	82384456	DEL	2	0.000336	82.384456	0.0242764241837077	4.07843926286289e-06	chr11q
6285B	chr11	q	82384456	INS	1	1e-06	82.384456	0.0121382120918538	1.21382120918538e-08	chr11q
6285B	chr12	p	35911664	DUP	1	0.021145	35.911664	0.0278461059337156	0.000588805909968416	chr12p
6285B	chr12	p	35911664	INS	2	2e-06	35.911664	0.0556922118674311	5.56922118674311e-08	chr12p
6285B	chr12	q	97412884	DEL	7	0.016388	97.412884	0.0718590776965396	0.000168232366470127	chr12q
6285B	chr12	q	97412884	INS	1	1e-06	97.412884	0.0102655825280771	1.02655825280771e-08	chr12q
6285B	chr13	q	97043744	DEL	4	0.015605	97.043744	0.0412185251220316	0.000160803771132326	chr13q
6285B	chr14	q	89761231	DEL	5	0.042409	89.761231	0.0557033358867371	0.000472464554324127	chr14q
6285B	chr15	q	82566565	DEL	3	0.011865	82.566565	0.0363343200725378	0.000143702235886887	chr15q
6285B	chr15	q	82566565	INS	1	1e-06	82.566565	0.0121114400241793	1.21114400241793e-08	chr15q
6285B	chr16	p	36838903	DEL	3	0.003494	36.838903	0.0814356496989066	9.48453866826599e-05	chr16p
6285B	chr16	p	36838903	INS	1	1e-06	36.838903	0.0271452165663022	2.71452165663022e-08	chr16p
6285B	chr16	q	59491471	DEL	1	0.000676	59.491471	0.01680913218636	1.13629733579793e-05	chr16q
6285B	chr16	q	59491471	INS	1	1e-06	59.491471	0.01680913218636	1.680913218636e-08	chr16q
6285B	chr16	q	59491471	INV	2	0.001093	59.491471	0.0336182643727199	1.83723814796914e-05	chr16q
6285B	chr17	q	58587218	DEL	10	19.583799	58.587218	0.17068569461687	0.334267433555217	chr17q
6285B	chr17	q	58587218	DUP	1	0.157116	58.587218	0.017068569461687	0.00268174535954242	chr17q
6285B	chr17	q	58587218	INS	3	3e-06	58.587218	0.0512057083850611	5.12057083850611e-08	chr17q
6285B	chr18	p	18449624	INS	1	1e-06	18.449624	0.0542016466026625	5.42016466026625e-08	chr18p
6285B	chr18	q	62092914	DEL	3	0.003146	62.092914	0.0483146917537161	5.06660067523969e-05	chr18q
6285B	chr18	q	62092914	DUP	1	0.006954	62.092914	0.0161048972512387	0.000111993455485114	chr18q
6285B	chr19	p	27792923	INS	2	2e-06	27.792923	0.0719607649760337	7.19607649760337e-08	chr19p
6285B	chr19	q	33914441	DEL	1	8.6e-05	33.914441	0.0294859644008285	2.53579293847126e-06	chr19q
6285B	chr19	q	33914441	DUP	1	0.001652	33.914441	0.0294859644008285	4.87108131901688e-05	chr19q
6285B	chr19	q	33914441	INS	3	3e-06	33.914441	0.0884578932024856	8.84578932024856e-08	chr19q
6285B	chr2	p	93503283	DEL	6	0.005254	93.503283	0.0641688698780769	5.61905403899027e-05	chr2p
6285B	chr2	p	93503283	INS	1	1e-06	93.503283	0.0106948116463462	1.06948116463462e-08	chr2p
6285B	chr2	q	149193469	DEL	4	0.006112	149.193469	0.0268108250770682	4.09669407177602e-05	chr2q
6285B	chr2	q	149193469	INS	2	2e-06	149.193469	0.0134054125385341	1.34054125385341e-08	chr2q
6285B	chr20	p	28012753	DUP	1	0.000121	28.012753	0.0356980265381271	4.31946121111338e-06	chr20p
6285B	chr20	p	28012753	INS	1	1e-06	28.012753	0.0356980265381271	3.56980265381271e-08	chr20p
6285B	chr20	p	28012753	INV	1	0.000618	28.012753	0.0356980265381271	2.20613804005626e-05	chr20p
6285B	chr20	q	38197502	DEL	2	0.013974	38.197502	0.0523594448663161	0.000365835441280951	chr20q
6285B	chr20	q	38197502	INS	3	3e-06	38.197502	0.0785391672994742	7.85391672994742e-08	chr20q
6285B	chr21	q	33956153	DEL	2	0.000995	33.956153	0.0588994872298991	2.93024948968748e-05	chr21q
6285B	chr21	q	33956153	INS	1	1e-06	33.956153	0.0294497436149496	2.94497436149495e-08	chr21q
6285B	chr22	q	37075304	DEL	4	0.014586	37.075304	0.10788852870903	0.000393415519937476	chr22q
6285B	chr3	p	94076514	DEL	2	0.016587	94.076514	0.0212592911340231	0.000176313931020021	chr3p
6285B	chr3	p	94076514	DUP	1	0.02365	94.076514	0.0106296455670115	0.000251391117659823	chr3p
6285B	chr3	p	94076514	INS	2	2e-06	94.076514	0.0212592911340231	2.12592911340231e-08	chr3p
6285B	chr3	q	107029434	DEL	6	0.138499	107.029434	0.0560593453199052	0.00129402721124359	chr3q
6285B	chr3	q	107029434	DUP	1	0.004755	107.029434	0.0093432242199842	4.44270311660249e-05	chr3q
6285B	chr3	q	107029434	INS	2	2e-06	107.029434	0.0186864484399684	1.86864484399684e-08	chr3q
6285B	chr4	p	52452474	DEL	7	0.028639	52.452474	0.133454143650116	0.000545999031427955	chr4p
6285B	chr4	p	52452474	INS	2	2e-06	52.452474	0.0381297553286047	3.81297553286047e-08	chr4p
6285B	chr4	p	52452474	INV	1	0.002017	52.452474	0.0190648776643024	3.84538582488979e-05	chr4p
6285B	chr4	q	141122471	DEL	14	0.043693	141.122471	0.099204612141464	0.000309610508449785	chr4q
6285B	chr4	q	141122471	INS	5	5e-06	141.122471	0.0354302186219514	3.54302186219514e-08	chr4q
6285B	chr5	p	48317879	DEL	3	0.000833	48.317879	0.0620888180956784	1.72399951579e-05	chr5p
6285B	chr5	p	48317879	DUP	2	0.112067	48.317879	0.0413925453971189	0.00231936919250946	chr5p
6285B	chr5	p	48317879	INS	5	5e-06	48.317879	0.103481363492797	1.03481363492797e-07	chr5p
6285B	chr5	q	133727560	DEL	7	0.023662	133.72756	0.0523452308559283	0.000176941836073282	chr5q
6285B	chr5	q	133727560	INS	3	3e-06	133.72756	0.0224336703668264	2.24336703668264e-08	chr5q
6285B	chr6	p	59672548	DEL	2	0.005168	59.672548	0.0335162493815414	8.6605988401903e-05	chr6p
6285B	chr6	p	59672548	INS	2	2e-06	59.672548	0.0335162493815414	3.35162493815414e-08	chr6p
6285B	chr6	q	112454080	DEL	15	0.062843	112.45408	0.133387779260655	0.000558832547471821	chr6q
6285B	chr6	q	112454080	INS	1	1e-06	112.45408	0.00889251861737698	8.89251861737698e-09	chr6q
6285B	chr7	p	62064435	DEL	2	0.000858	62.064435	0.0322245743476115	1.38243423951253e-05	chr7p
6285B	chr7	p	62064435	INS	3	3e-06	62.064435	0.0483368615214172	4.83368615214172e-08	chr7p
6285B	chr7	p	62064435	INV	1	0.001094	62.064435	0.0161122871738057	1.76268421681435e-05	chr7p
6285B	chr7	q	98502993	DEL	4	0.014767	98.502993	0.0406079031527499	0.000149914226464164	chr7q
6285B	chr7	q	98502993	DUP	1	0.102115	98.502993	0.0101519757881875	0.00103666900761076	chr7q
6285B	chr7	q	98502993	INS	4	4e-06	98.502993	0.0406079031527499	4.06079031527499e-08	chr7q
6285B	chr8	p	45270456	DEL	4	0.156231	45.270456	0.0883578464506741	0.00345105867720882	chr8p
6285B	chr8	p	45270456	INS	2	2e-06	45.270456	0.0441789232253371	4.41789232253371e-08	chr8p
6285B	chr8	q	100988875	DEL	4	0.015261	100.988875	0.0396083231940152	0.000151115655065966	chr8q
6285B	chr8	q	100988875	INV	1	0.000887	100.988875	0.0099020807985038	8.78314566827287e-06	chr8q
6285B	chr9	p	46267185	DEL	4	0.182388	46.267185	0.086454362849177	0.00394205958283392	chr9p
6285B	chr9	q	104350062	DEL	5	0.024055	104.350062	0.0479156399542916	0.000230522143820097	chr9q
6285B	chr9	q	104350062	INS	2	2e-06	104.350062	0.0191662559817166	1.91662559817166e-08	chr9q
6285B	chrX	p	59373565	DEL	2	0.004149	59.373565	0.0336850246401745	6.98795836160419e-05	chrXp
6285B	chrX	p	59373565	INS	1	1e-06	59.373565	0.0168425123200872	1.68425123200872e-08	chrXp
6285B	chrX	p	59373565	INV	1	0.001341	59.373565	0.0168425123200872	2.2585809021237e-05	chrXp
6285B	chrX	q	94886001	DEL	2	0.022138	94.886001	0.0210779248669148	0.00023331155035188	chrXq
6285B	chrY	p	10724418	DEL	26	0.008921	10.724418	2.42437398467684	0.000831840012203926	chrYp
6285B	chrY	p	10724418	INS	20	2e-05	10.724418	1.86490306513603	1.86490306513603e-06	chrYp
6298B	chr1	p	124048267	DEL	6	0.082988	124.048267	0.0483682694253197	0.000668997657178073	chr1p
6298B	chr1	p	124048267	INS	1	1e-06	124.048267	0.00806137823755329	8.06137823755329e-09	chr1p
6298B	chr1	q	124339061	DEL	1	0.032238	124.339061	0.00804252494716845	0.000259274919246817	chr1q
6298B	chr1	q	124339061	INS	1	1e-06	124.339061	0.00804252494716845	8.04252494716845e-09	chr1q
6298B	chr10	p	40649191	DEL	4	0.023557	40.649191	0.0984029423857414	0.000579519528445228	chr10p
6298B	chr10	p	40649191	DUP	1	0.004678	40.649191	0.0246007355964354	0.000115082241120125	chr10p
6298B	chr10	p	40649191	INS	4	4e-06	40.649191	0.0984029423857414	9.84029423857415e-08	chr10p
6298B	chr10	q	94108943	DEL	4	0.022481	94.108943	0.0425039307900844	0.000238882717022972	chr10q
6298B	chr10	q	94108943	INS	2	2e-06	94.108943	0.0212519653950422	2.12519653950422e-08	chr10q
6298B	chr11	p	52743313	DEL	3	0.036258	52.743313	0.05687924837031	0.000687442595803567	chr11p
6298B	chr11	p	52743313	INS	1	1e-06	52.743313	0.01895974945677	1.895974945677e-08	chr11p
6298B	chr11	q	82384456	DEL	2	0.021904	82.384456	0.0242764241837077	0.000265875397659966	chr11q
6298B	chr11	q	82384456	INS	3	3e-06	82.384456	0.0364146362755615	3.64146362755615e-08	chr11q
6298B	chr12	p	35911664	DEL	1	0.027484	35.911664	0.0278461059337156	0.000765322375482239	chr12p
6298B	chr12	p	35911664	INS	1	1e-06	35.911664	0.0278461059337156	2.78461059337156e-08	chr12p
6298B	chr12	q	97412884	DEL	2	0.000122	97.412884	0.0205311650561542	1.2524010684254e-06	chr12q
6298B	chr12	q	97412884	INS	3	3e-06	97.412884	0.0307967475842313	3.07967475842313e-08	chr12q
6298B	chr13	q	97043744	DEL	4	0.055762	97.043744	0.0412185251220316	0.000574606849463681	chr13q
6298B	chr13	q	97043744	INS	1	1e-06	97.043744	0.0103046312805079	1.03046312805079e-08	chr13q
