type	chr	Sample_ID	arm.x	arm_size	sv_count	sv_size_sum	chr_length_mb	sv_rate	sv_proportion	chr_arm	final_average_TL_p75	chr_order	arm.y	final_average_TL_p75_kb	direction	TL_group
DUP	chr6	6439C	q	112454080	1	3.274605	112.45408	0.00889251861737698	0.0291194859270557	chr6q	9609	6	q	9.609	Positive	Other
DUP	chr6	6478A	p	59672548	1	0.012226	59.672548	0.0167581246907707	0.000204884832469363	chr6p	5004	6	p	5.004	Negative	Other
DUP	chr6	6483C	p	59672548	1	0.012226	59.672548	0.0167581246907707	0.000204884832469363	chr6p	3580.5	6	p	3.5805	Negative	Other
DUP	chr6	6500D	p	59672548	1	0.012226	59.672548	0.0167581246907707	0.000204884832469363	chr6p	4441	6	p	4.441	Negative	Other
DUP	chr6	6500D	q	112454080	1	0.08057	112.45408	0.00889251861737698	0.000716470225002063	chr6q	5955.5	6	q	5.9555	Positive	Other
DUP	chr6	6605D	p	59672548	1	0.004055	59.672548	0.0167581246907707	6.79541956210752e-05	chr6p	4249.75	6	p	4.24975	Negative	Other
DUP	chr7	2436A	q	98502993	1	0.096572	98.502993	0.0101519757881875	0.000980396605816841	chr7q	6483.08333333333	7	q	6.48308333333333	Positive	Other
DUP	chr7	3188	p	62064435	3	170.696242	62.064435	0.0483368615214172	2.75030687059344	chr7p	1615	7	p	1.615	Positive	Short TL
DUP	chr7	3188	q	98502993	2	41.28316	98.502993	0.0203039515763749	0.41910564077987	chr7q	2375.75	7	q	2.37575	Positive	Short TL
DUP	chr7	3988	q	98502993	2	2e-06	98.502993	0.0203039515763749	2.03039515763749e-08	chr7q	5331	7	q	5.331	Positive	Other
DUP	chr7	6265D	q	98502993	3	0.10812	98.502993	0.0304559273645624	0.00109763162221883	chr7q	7775.5	7	q	7.7755	Positive	Other
DUP	chr7	6266D	q	98502993	1	0.096572	98.502993	0.0101519757881875	0.000980396605816841	chr7q	6241	7	q	6.241	Positive	Other
DUP	chr7	6269C	q	98502993	4	163.052044	98.502993	0.0406079031527499	1.65530040290248	chr7q	4016	7	q	4.016	Positive	Short TL
DUP	chr7	6277A	p	62064435	1	0.000815	62.064435	0.0161122871738057	1.31315140466517e-05	chr7p	6403.5	7	p	6.4035	Positive	Other
DUP	chr7	6285B	q	98502993	1	0.096572	98.502993	0.0101519757881875	0.000980396605816841	chr7q	3978	7	q	3.978	Positive	Short TL
DUP	chr7	6298B	q	98502993	1	0.096572	98.502993	0.0101519757881875	0.000980396605816841	chr7q	3918.5	7	q	3.9185	Positive	Other
DUP	chr7	6314E	q	98502993	4	16.505101	98.502993	0.0406079031527499	0.167559385733589	chr7q	5512	7	q	5.512	Positive	Other
DUP	chr7	6324B	q	98502993	1	0.096572	98.502993	0.0101519757881875	0.000980396605816841	chr7q	3970	7	q	3.97	Positive	Other
DUP	chr7	6365A	p	62064435	1	0.000815	62.064435	0.0161122871738057	1.31315140466517e-05	chr7p	6764.5	7	p	6.7645	Positive	Other
DUP	chr7	6365A	q	98502993	1	0.096572	98.502993	0.0101519757881875	0.000980396605816841	chr7q	7389.25	7	q	7.38925	Positive	Other
DUP	chr7	6414C	q	98502993	1	0.096572	98.502993	0.0101519757881875	0.000980396605816841	chr7q	2906	7	q	2.906	Positive	Short TL
DUP	chr7	6423A	q	98502993	1	0.096572	98.502993	0.0101519757881875	0.000980396605816841	chr7q	4276	7	q	4.276	Positive	Other
DUP	chr7	6436B	p	62064435	1	0.000815	62.064435	0.0161122871738057	1.31315140466517e-05	chr7p	6975	7	p	6.975	Positive	Other
DUP	chr7	6436B	q	98502993	1	0.096572	98.502993	0.0101519757881875	0.000980396605816841	chr7q	5743.5	7	q	5.7435	Positive	Other
DUP	chr7	6439C	q	98502993	1	0.096572	98.502993	0.0101519757881875	0.000980396605816841	chr7q	6938.5	7	q	6.9385	Positive	Other
DUP	chr7	6478A	q	98502993	1	0.096572	98.502993	0.0101519757881875	0.000980396605816841	chr7q	8043	7	q	8.043	Positive	Other
DUP	chr7	6483C	q	98502993	1	0.096572	98.502993	0.0101519757881875	0.000980396605816841	chr7q	6405.5	7	q	6.4055	Positive	Other
DUP	chr7	6500D	q	98502993	1	0.096572	98.502993	0.0101519757881875	0.000980396605816841	chr7q	6703	7	q	6.703	Positive	Other
DUP	chr7	6605D	q	98502993	1	0.096572	98.502993	0.0101519757881875	0.000980396605816841	chr7q	6898.75	7	q	6.89875	Positive	Other
DUP	chr8	3188	p	45270456	1	0.000913	45.270456	0.0220894616126685	2.01676784523664e-05	chr8p	2236.625	8	p	2.236625	Negative	Short TL
DUP	chr8	3188	q	100988875	2	65.34921	100.988875	0.0198041615970076	0.647093157538392	chr8q	3307.66666666667	8	q	3.30766666666667	Negative	Short TL
DUP	chr8	3988	q	100988875	2	2e-06	100.988875	0.0198041615970076	1.98041615970076e-08	chr8q	4655	8	q	4.655	Negative	Other
DUP	chr8	6269C	p	45270456	2	0.002553	45.270456	0.0441789232253371	5.63943954971428e-05	chr8p	4595.5	8	p	4.5955	Negative	Short TL
DUP	chr8	6269C	q	100988875	1	25.746729	100.988875	0.0099020807985038	0.254946190855181	chr8q	4293.5	8	q	4.2935	Negative	Short TL
DUP	chr8	6277A	p	45270456	1	0.003334	45.270456	0.0220894616126685	7.36462650166369e-05	chr8p	3993	8	p	3.993	Negative	Other
DUP	chr8	6314E	q	100988875	1	0.000489	100.988875	0.0099020807985038	4.84211751046836e-06	chr8q	5195	8	q	5.195	Negative	Other
DUP	chr8	6324B	p	45270456	1	0.003334	45.270456	0.0220894616126685	7.36462650166369e-05	chr8p	8228	8	p	8.228	Negative	Other
DUP	chr8	6414C	p	45270456	1	0.002785	45.270456	0.0220894616126685	6.15191505912819e-05	chr8p	3494	8	p	3.494	Negative	Short TL
DUP	chr8	6414C	q	100988875	2	34.628052	100.988875	0.0198041615970076	0.342889768798791	chr8q	2854.5	8	q	2.8545	Negative	Short TL
DUP	chr8	6423A	q	100988875	1	0.003328	100.988875	0.0099020807985038	3.29541248974206e-05	chr8q	2574	8	q	2.574	Negative	Other
DUP	chr8	6436B	p	45270456	1	0.000914	45.270456	0.0220894616126685	2.0189767913979e-05	chr8p	3351.5	8	p	3.3515	Negative	Other
DUP	chr8	6478A	q	100988875	1	0.00556	100.988875	0.0099020807985038	5.50555692396811e-05	chr8q	9318	8	q	9.318	Negative	Other
DUP	chr9	2436A	p	46267185	1	0.004094	46.267185	0.0216135907122943	8.84860403761327e-05	chr9p	4389.58333333333	9	p	4.38958333333333	Negative	Other
DUP	chr9	2436A	q	104350062	2	0.008243	104.350062	0.0191662559817166	7.89937240286451e-05	chr9q	3546.25	9	q	3.54625	Negative	Other
DUP	chr9	3188	p	46267185	1	0.001323	46.267185	0.0216135907122943	2.85947805123653e-05	chr9p	2822.5	9	p	2.8225	Negative	Short TL
DUP	chr9	3188	q	104350062	3	22.165862	104.350062	0.0287493839725749	0.212418292573703	chr9q	3129.7	9	q	3.1297	Negative	Short TL
DUP	chr9	3988	p	46267185	3	3e-06	46.267185	0.0648407721368828	6.48407721368828e-08	chr9p	6700.33333333333	9	p	6.70033333333333	Negative	Other
DUP	chr9	3988	q	104350062	3	3e-06	104.350062	0.0287493839725749	2.87493839725749e-08	chr9q	9083.5	9	q	9.0835	Negative	Other
DUP	chr9	6265D	q	104350062	4	8.983776	104.350062	0.0383325119634332	0.0860926752492011	chr9q	6687	9	q	6.687	Negative	Other
DUP	chr9	6269C	p	46267185	1	0.004094	46.267185	0.0216135907122943	8.84860403761327e-05	chr9p	3910	9	p	3.91	Negative	Short TL
DUP	chr9	6269C	q	104350062	2	64.480056	104.350062	0.0191662559817166	0.617920629505711	chr9q	5691.625	9	q	5.691625	Negative	Short TL
DUP	chr9	6277A	p	46267185	1	0.024205	46.267185	0.0216135907122943	0.000523156963191082	chr9p	4765.25	9	p	4.76525	Negative	Other
DUP	chr9	6298B	q	104350062	1	0.000918	104.350062	0.00958312799085831	8.79731149560793e-06	chr9q	4079	9	q	4.079	Negative	Other
DUP	chr9	6314E	p	46267185	1	0.004094	46.267185	0.0216135907122943	8.84860403761327e-05	chr9p	3437	9	p	3.437	Negative	Other
DUP	chr9	6314E	q	104350062	2	0.008243	104.350062	0.0191662559817166	7.89937240286451e-05	chr9q	1983.75	9	q	1.98375	Negative	Other
DUP	chr9	6324B	p	46267185	1	0.016354	46.267185	0.0216135907122943	0.00035346866250886	chr9p	5671.66666666667	9	p	5.67166666666667	Negative	Other
DUP	chr9	6365A	p	46267185	1	0.004094	46.267185	0.0216135907122943	8.84860403761327e-05	chr9p	4174	9	p	4.174	Negative	Other
DUP	chr9	6365A	q	104350062	1	2.269625	104.350062	0.00958312799085831	0.0217501068662518	chr9q	1493.5	9	q	1.4935	Negative	Other
DUP	chr9	6439C	q	104350062	2	42.675384	104.350062	0.0191662559817166	0.408963666931027	chr9q	7025.4	9	q	7.0254	Negative	Other
DUP	chr9	6483C	p	46267185	1	0.310132	46.267185	0.0216135907122943	0.00670306611478524	chr9p	3180	9	p	3.18	Negative	Other
DUP	chr9	6605D	p	46267185	1	0.00949	46.267185	0.0216135907122943	0.000205112975859672	chr9p	5118	9	p	5.118	Negative	Other
DUP	chr9	6605D	q	104350062	1	0.000918	104.350062	0.00958312799085831	8.79731149560793e-06	chr9q	5288	9	q	5.288	Negative	Other
INS	chr1	2436A	p	124048267	541	0.000541	124.048267	4.36120562651633	4.36120562651633e-06	chr1p	5221	1	p	5.221	Negative	Other
INS	chr1	2436A	q	124339061	487	0.000487	124.339061	3.91670964927104	3.91670964927104e-06	chr1q	5051.16666666667	1	q	5.05116666666667	Negative	Other
INS	chr1	3188	p	124048267	276	0.000276	124.048267	2.22494039356471	2.22494039356471e-06	chr1p	1642.5	1	p	1.6425	Negative	Short TL
INS	chr1	3188	q	124339061	300	3e-04	124.339061	2.41275748415054	2.41275748415054e-06	chr1q	3086.5	1	q	3.0865	Negative	Short TL
INS	chr1	3988	p	124048267	701	0.000701	124.048267	5.65102614452486	5.65102614452486e-06	chr1p	2347.5	1	p	2.3475	Negative	Other
INS	chr1	3988	q	124339061	526	0.000526	124.339061	4.23036812221061	4.23036812221061e-06	chr1q	5083	1	q	5.083	Negative	Other
INS	chr1	6265D	p	124048267	325	0.000325	124.048267	2.61994792720482	2.61994792720482e-06	chr1p	6548	1	p	6.548	Negative	Other
INS	chr1	6265D	q	124339061	321	0.000321	124.339061	2.58165050804107	2.58165050804107e-06	chr1q	3906.33333333333	1	q	3.90633333333333	Negative	Other
INS	chr1	6266D	p	124048267	540	0.00054	124.048267	4.35314424827878	4.35314424827878e-06	chr1p	4224	1	p	4.224	Negative	Other
INS	chr1	6266D	q	124339061	546	0.000546	124.339061	4.39121862115397	4.39121862115398e-06	chr1q	4338.5	1	q	4.3385	Negative	Other
INS	chr1	6269C	p	124048267	361	0.000361	124.048267	2.91015754375674	2.91015754375674e-06	chr1p	4019	1	p	4.019	Negative	Short TL
INS	chr1	6269C	q	124339061	363	0.000363	124.339061	2.91943655582215	2.91943655582215e-06	chr1q	4756.8	1	q	4.7568	Negative	Short TL
INS	chr1	6277A	p	124048267	451	0.000451	124.048267	3.63568158513653	3.63568158513653e-06	chr1p	5311	1	p	5.311	Negative	Other
INS	chr1	6277A	q	124339061	498	0.000498	124.339061	4.00517742368989	4.00517742368989e-06	chr1q	4704.75	1	q	4.70475	Negative	Other
INS	chr1	6285B	p	124048267	529	0.000529	124.048267	4.26446908766569	4.26446908766569e-06	chr1p	3171	1	p	3.171	Negative	Short TL
INS	chr1	6285B	q	124339061	499	0.000499	124.339061	4.01321994863706	4.01321994863706e-06	chr1q	3898	1	q	3.898	Negative	Short TL
INS	chr1	6298B	p	124048267	566	0.000566	124.048267	4.56274008245516	4.56274008245516e-06	chr1p	4198	1	p	4.198	Negative	Other
INS	chr1	6298B	q	124339061	482	0.000482	124.339061	3.87649702453519	3.87649702453519e-06	chr1q	6419.25	1	q	6.41925	Negative	Other
INS	chr1	6314E	p	124048267	337	0.000337	124.048267	2.71668446605546	2.71668446605546e-06	chr1p	3903	1	p	3.903	Negative	Other
INS	chr1	6324B	p	124048267	546	0.000546	124.048267	4.4015125177041	4.4015125177041e-06	chr1p	8373	1	p	8.373	Negative	Other
INS	chr1	6324B	q	124339061	485	0.000485	124.339061	3.9006245993767	3.9006245993767e-06	chr1q	4714	1	q	4.714	Negative	Other
INS	chr1	6365A	p	124048267	589	0.000589	124.048267	4.74815178191889	4.74815178191889e-06	chr1p	4965	1	p	4.965	Negative	Other
INS	chr1	6365A	q	124339061	535	0.000535	124.339061	4.30275084673512	4.30275084673512e-06	chr1q	4419.25	1	q	4.41925	Negative	Other
INS	chr1	6414C	p	124048267	553	0.000553	124.048267	4.45794216536697	4.45794216536697e-06	chr1p	3577.66666666667	1	p	3.57766666666667	Negative	Short TL
INS	chr1	6414C	q	124339061	335	0.000335	124.339061	2.69424585730143	2.69424585730143e-06	chr1q	2859	1	q	2.859	Negative	Short TL
INS	chr1	6423A	p	124048267	464	0.000464	124.048267	3.74047950222473	3.74047950222473e-06	chr1p	3424.5	1	p	3.4245	Negative	Other
INS	chr1	6423A	q	124339061	441	0.000441	124.339061	3.54675350170129	3.54675350170129e-06	chr1q	6019.5	1	q	6.0195	Negative	Other
INS	chr1	6436B	p	124048267	471	0.000471	124.048267	3.7969091498876	3.7969091498876e-06	chr1p	10227	1	p	10.227	Negative	Other
INS	chr1	6436B	q	124339061	487	0.000487	124.339061	3.91670964927104	3.91670964927104e-06	chr1q	3299.33333333333	1	q	3.29933333333333	Negative	Other
INS	chr1	6439C	p	124048267	538	0.000538	124.048267	4.33702149180367	4.33702149180367e-06	chr1p	3435.75	1	p	3.43575	Negative	Other
INS	chr1	6439C	q	124339061	553	0.000553	124.339061	4.44751629578415	4.44751629578415e-06	chr1q	3943.5	1	q	3.9435	Negative	Other
INS	chr1	6478A	p	124048267	564	0.000564	124.048267	4.54661732598006	4.54661732598006e-06	chr1p	7364.25	1	p	7.36425	Negative	Other
INS	chr1	6478A	q	124339061	535	0.000535	124.339061	4.30275084673512	4.30275084673512e-06	chr1q	8899.33333333333	1	q	8.89933333333333	Negative	Other
INS	chr1	6483C	p	124048267	572	0.000572	124.048267	4.61110835188048	4.61110835188048e-06	chr1p	7570	1	p	7.57	Negative	Other
INS	chr1	6483C	q	124339061	522	0.000522	124.339061	4.19819802242193	4.19819802242193e-06	chr1q	5543	1	q	5.543	Negative	Other
INS	chr1	6500D	p	124048267	570	0.00057	124.048267	4.59498559540538	4.59498559540538e-06	chr1p	4352	1	p	4.352	Negative	Other
INS	chr1	6500D	q	124339061	507	0.000507	124.339061	4.07756014821441	4.0775601482144e-06	chr1q	5630	1	q	5.63	Negative	Other
INS	chr1	6605D	p	124048267	502	0.000502	124.048267	4.04681187525175	4.04681187525175e-06	chr1p	6389	1	p	6.389	Negative	Other
INS	chr1	6605D	q	124339061	452	0.000452	124.339061	3.63522127612014	3.63522127612014e-06	chr1q	3099.75	1	q	3.09975	Negative	Other
INS	chr10	2436A	p	40649191	252	0.000252	40.649191	6.19938537030171	6.19938537030171e-06	chr10p	3611.75	10	p	3.61175	Negative	Other
INS	chr10	2436A	q	94108943	425	0.000425	94.108943	4.51604264644647	4.51604264644647e-06	chr10q	2732.75	10	q	2.73275	Positive	Other
INS	chr10	3188	p	40649191	146	0.000146	40.649191	3.59170739707956	3.59170739707956e-06	chr10p	2136	10	p	2.136	Negative	Short TL
INS	chr10	3188	q	94108943	258	0.000258	94.108943	2.74150353596045	2.74150353596045e-06	chr10q	3496.5	10	q	3.4965	Positive	Short TL
INS	chr10	3988	p	40649191	314	0.000314	40.649191	7.7246309772807	7.7246309772807e-06	chr10p	3769.75	10	p	3.76975	Negative	Other
INS	chr10	3988	q	94108943	517	0.000517	94.108943	5.49363305461841	5.49363305461841e-06	chr10q	5998.5	10	q	5.9985	Positive	Other
INS	chr10	6265D	p	40649191	168	0.000168	40.649191	4.13292358020114	4.13292358020114e-06	chr10p	4818	10	p	4.818	Negative	Other
INS	chr10	6265D	q	94108943	294	0.000294	94.108943	3.12403891307121	3.12403891307121e-06	chr10q	4609.75	10	q	4.60975	Positive	Other
INS	chr10	6266D	p	40649191	303	0.000303	40.649191	7.45402288571991	7.45402288571991e-06	chr10p	5948	10	p	5.948	Negative	Other
INS	chr10	6266D	q	94108943	457	0.000457	94.108943	4.85607409276715	4.85607409276715e-06	chr10q	5216	10	q	5.216	Positive	Other
INS	chr10	6269C	p	40649191	211	0.000211	40.649191	5.19075521084786	5.19075521084786e-06	chr10p	3778.5	10	p	3.7785	Negative	Short TL
INS	chr10	6269C	q	94108943	345	0.000345	94.108943	3.66596403064478	3.66596403064478e-06	chr10q	6423.5	10	q	6.4235	Positive	Short TL
INS	chr10	6285B	p	40649191	246	0.000246	40.649191	6.0517809567231	6.0517809567231e-06	chr10p	4350	10	p	4.35	Negative	Short TL
INS	chr10	6285B	q	94108943	458	0.000458	94.108943	4.86670007546467	4.86670007546467e-06	chr10q	3308	10	q	3.308	Positive	Short TL
INS	chr10	6298B	p	40649191	268	0.000268	40.649191	6.59299713984468	6.59299713984468e-06	chr10p	4781.5	10	p	4.7815	Negative	Other
INS	chr10	6298B	q	94108943	492	0.000492	94.108943	5.22798348718038	5.22798348718038e-06	chr10q	5977	10	q	5.977	Positive	Other
INS	chr10	6314E	p	40649191	169	0.000169	40.649191	4.15752431579758	4.15752431579758e-06	chr10p	9573	10	p	9.573	Negative	Other
INS	chr10	6314E	q	94108943	283	0.000283	94.108943	3.00715310339847	3.00715310339847e-06	chr10q	4313	10	q	4.313	Positive	Other
INS	chr10	6324B	p	40649191	256	0.000256	40.649191	6.29778831268745	6.29778831268745e-06	chr10p	5622.5	10	p	5.6225	Negative	Other
INS	chr10	6324B	q	94108943	471	0.000471	94.108943	5.00483785053244	5.00483785053244e-06	chr10q	4463	10	q	4.463	Positive	Other
INS	chr10	6365A	p	40649191	239	0.000239	40.649191	5.87957580754805	5.87957580754805e-06	chr10p	3500.66666666667	10	p	3.50066666666667	Negative	Other
INS	chr10	6365A	q	94108943	439	0.000439	94.108943	4.66480640421177	4.66480640421177e-06	chr10q	4528.75	10	q	4.52875	Positive	Other
INS	chr10	6414C	p	40649191	295	0.000295	40.649191	7.25721700094843	7.25721700094843e-06	chr10p	3418	10	p	3.418	Negative	Short TL
INS	chr10	6414C	q	94108943	346	0.000346	94.108943	3.6765900133423	3.6765900133423e-06	chr10q	3135	10	q	3.135	Positive	Short TL
INS	chr10	6423A	p	40649191	250	0.00025	40.649191	6.15018389910884	6.15018389910884e-06	chr10p	3955	10	p	3.955	Negative	Other
INS	chr10	6423A	q	94108943	407	0.000407	94.108943	4.32477495789109	4.32477495789109e-06	chr10q	4892	10	q	4.892	Positive	Other
INS	chr10	6436B	p	40649191	258	0.000258	40.649191	6.34698978388032	6.34698978388032e-06	chr10p	8161	10	p	8.161	Negative	Other
INS	chr10	6436B	q	94108943	470	0.00047	94.108943	4.99421186783492	4.99421186783492e-06	chr10q	6552	10	q	6.552	Positive	Other
INS	chr10	6439C	p	40649191	282	0.000282	40.649191	6.93740743819477	6.93740743819477e-06	chr10p	4815.5	10	p	4.8155	Negative	Other
INS	chr10	6439C	q	94108943	502	0.000502	94.108943	5.3342433141556	5.33424331415559e-06	chr10q	6709.5	10	q	6.7095	Positive	Other
INS	chr10	6478A	p	40649191	268	0.000268	40.649191	6.59299713984468	6.59299713984468e-06	chr10p	3217	10	p	3.217	Negative	Other
INS	chr10	6478A	q	94108943	487	0.000487	94.108943	5.17485357369278	5.17485357369278e-06	chr10q	3380.5	10	q	3.3805	Positive	Other
INS	chr10	6483C	p	40649191	281	0.000281	40.649191	6.91280670259834	6.91280670259834e-06	chr10p	4391	10	p	4.391	Negative	Other
INS	chr10	6483C	q	94108943	492	0.000492	94.108943	5.22798348718038	5.22798348718038e-06	chr10q	7840.5	10	q	7.8405	Positive	Other
INS	chr10	6500D	p	40649191	284	0.000284	40.649191	6.98660890938764	6.98660890938764e-06	chr10p	4404.66666666667	10	p	4.40466666666667	Negative	Other
INS	chr10	6500D	q	94108943	500	5e-04	94.108943	5.31299134876055	5.31299134876055e-06	chr10q	5336.5	10	q	5.3365	Positive	Other
INS	chr10	6605D	p	40649191	291	0.000291	40.649191	7.15881405856269	7.15881405856269e-06	chr10p	3380	10	p	3.38	Negative	Other
INS	chr10	6605D	q	94108943	402	0.000402	94.108943	4.27164504440348	4.27164504440349e-06	chr10q	5264.75	10	q	5.26475	Positive	Other
INS	chr11	2436A	p	52743313	263	0.000263	52.743313	4.98641410713051	4.98641410713051e-06	chr11p	6766	11	p	6.766	Negative	Other
INS	chr11	2436A	q	82384456	368	0.000368	82.384456	4.46686204980221	4.46686204980221e-06	chr11q	5303	11	q	5.303	Negative	Other
INS	chr11	3188	p	52743313	185	0.000185	52.743313	3.50755364950245	3.50755364950245e-06	chr11p	2651.25	11	p	2.65125	Negative	Short TL
INS	chr11	3188	q	82384456	239	0.000239	82.384456	2.90103268995307	2.90103268995307e-06	chr11q	3293	11	q	3.293	Negative	Short TL
INS	chr11	3988	p	52743313	295	0.000295	52.743313	5.59312608974715	5.59312608974715e-06	chr11p	3587	11	p	3.587	Negative	Other
INS	chr11	3988	q	82384456	449	0.000449	82.384456	5.45005722924237	5.45005722924237e-06	chr11q	5008.33333333333	11	q	5.00833333333333	Negative	Other
INS	chr11	6265D	p	52743313	162	0.000162	52.743313	3.07147941199674	3.07147941199674e-06	chr11p	4933	11	p	4.933	Negative	Other
INS	chr11	6265D	q	82384456	246	0.000246	82.384456	2.98600017459604	2.98600017459604e-06	chr11q	4069	11	q	4.069	Negative	Other
INS	chr11	6266D	p	52743313	240	0.00024	52.743313	4.5503398696248	4.5503398696248e-06	chr11p	4686.25	11	p	4.68625	Negative	Other
INS	chr11	6266D	q	82384456	352	0.000352	82.384456	4.27265065633255	4.27265065633255e-06	chr11q	6269	11	q	6.269	Negative	Other
INS	chr11	6269C	q	82384456	252	0.000252	82.384456	3.05882944714717	3.05882944714717e-06	chr11q	3914	11	q	3.914	Negative	Short TL
INS	chr11	6277A	p	52743313	273	0.000273	52.743313	5.17601160169821	5.17601160169821e-06	chr11p	3009	11	p	3.009	Negative	Other
INS	chr11	6277A	q	82384456	347	0.000347	82.384456	4.21195959587328	4.21195959587328e-06	chr11q	2569.25	11	q	2.56925	Negative	Other
INS	chr11	6285B	q	82384456	381	0.000381	82.384456	4.62465880699631	4.62465880699631e-06	chr11q	2939	11	q	2.939	Negative	Short TL
INS	chr11	6298B	p	52743313	282	0.000282	52.743313	5.34664934680914	5.34664934680914e-06	chr11p	3572	11	p	3.572	Negative	Other
INS	chr11	6298B	q	82384456	365	0.000365	82.384456	4.43044741352665	4.43044741352665e-06	chr11q	7347.5	11	q	7.3475	Negative	Other
INS	chr11	6314E	q	82384456	219	0.000219	82.384456	2.65826844811599	2.65826844811599e-06	chr11q	6660	11	q	6.66	Negative	Other
INS	chr11	6324B	p	52743313	278	0.000278	52.743313	5.27081034898206	5.27081034898206e-06	chr11p	11241.5	11	p	11.2415	Negative	Other
INS	chr11	6324B	q	82384456	390	0.00039	82.384456	4.73390271582299	4.73390271582299e-06	chr11q	7423.5	11	q	7.4235	Negative	Other
INS	chr11	6365A	q	82384456	366	0.000366	82.384456	4.4425856256185	4.4425856256185e-06	chr11q	4253.25	11	q	4.25325	Negative	Other
INS	chr11	6414C	q	82384456	353	0.000353	82.384456	4.2847888684244	4.2847888684244e-06	chr11q	3541.5	11	q	3.5415	Negative	Short TL
INS	chr11	6423A	p	52743313	235	0.000235	52.743313	4.45554112234095	4.45554112234095e-06	chr11p	6391	11	p	6.391	Negative	Other
INS	chr11	6423A	q	82384456	339	0.000339	82.384456	4.11485389913845	4.11485389913845e-06	chr11q	3274.75	11	q	3.27475	Negative	Other
INS	chr11	6436B	p	52743313	237	0.000237	52.743313	4.49346062125449	4.49346062125449e-06	chr11p	164	11	p	0.164	Negative	Other
INS	chr11	6436B	q	82384456	337	0.000337	82.384456	4.09057747495474	4.09057747495474e-06	chr11q	8697	11	q	8.697	Negative	Other
INS	chr11	6439C	p	52743313	222	0.000222	52.743313	4.20906437940294	4.20906437940294e-06	chr11p	2171	11	p	2.171	Negative	Other
INS	chr11	6439C	q	82384456	384	0.000384	82.384456	4.66107344327187	4.66107344327187e-06	chr11q	6321.25	11	q	6.32125	Negative	Other
INS	chr11	6478A	p	52743313	210	0.00021	52.743313	3.9815473859217	3.9815473859217e-06	chr11p	3144	11	p	3.144	Negative	Other
INS	chr11	6478A	q	82384456	369	0.000369	82.384456	4.47900026189406	4.47900026189406e-06	chr11q	5482.66666666667	11	q	5.48266666666667	Negative	Other
INS	chr11	6483C	p	52743313	252	0.000252	52.743313	4.77785686310604	4.77785686310604e-06	chr11p	6273.5	11	p	6.2735	Negative	Other
INS	chr11	6483C	q	82384456	379	0.000379	82.384456	4.6003823828126	4.6003823828126e-06	chr11q	3571.5	11	q	3.5715	Negative	Other
INS	chr11	6500D	q	82384456	372	0.000372	82.384456	4.51541489816963	4.51541489816963e-06	chr11q	5690	11	q	5.69	Negative	Other
INS	chr11	6605D	p	52743313	257	0.000257	52.743313	4.87265561038989	4.87265561038989e-06	chr11p	3181	11	p	3.181	Negative	Other
INS	chr11	6605D	q	82384456	335	0.000335	82.384456	4.06630105077103	4.06630105077103e-06	chr11q	2351	11	q	2.351	Negative	Other
INS	chr12	2436A	p	35911664	182	0.000182	35.911664	5.06799127993623	5.06799127993623e-06	chr12p	5319.4	12	p	5.3194	Positive	Other
INS	chr12	2436A	q	97412884	490	0.00049	97.412884	5.03013543875777	5.03013543875777e-06	chr12q	6085	12	q	6.085	Positive	Other
INS	chr12	3188	p	35911664	94	9.4e-05	35.911664	2.61753395776926	2.61753395776926e-06	chr12p	2473.5	12	p	2.4735	Positive	Short TL
INS	chr12	3188	q	97412884	220	0.00022	97.412884	2.25842815617696	2.25842815617696e-06	chr12q	2691	12	q	2.691	Positive	Short TL
INS	chr12	3988	p	35911664	222	0.000222	35.911664	6.18183551728486	6.18183551728486e-06	chr12p	8105	12	p	8.105	Positive	Other
INS	chr12	3988	q	97412884	539	0.000539	97.412884	5.53314898263355	5.53314898263355e-06	chr12q	4392.5	12	q	4.3925	Positive	Other
INS	chr12	6265D	p	35911664	121	0.000121	35.911664	3.36937881797958	3.36937881797958e-06	chr12p	6917	12	p	6.917	Positive	Other
INS	chr12	6265D	q	97412884	325	0.000325	97.412884	3.33631432162505	3.33631432162505e-06	chr12q	7486	12	q	7.486	Positive	Other
INS	chr12	6266D	p	35911664	211	0.000211	35.911664	5.87552835201399	5.87552835201399e-06	chr12p	4092.5	12	p	4.0925	Positive	Other
INS	chr12	6266D	q	97412884	498	0.000498	97.412884	5.11226009898239	5.11226009898239e-06	chr12q	2331	12	q	2.331	Positive	Other
INS	chr12	6269C	p	35911664	147	0.000147	35.911664	4.09337757225619	4.09337757225619e-06	chr12p	4043.16666666667	12	p	4.04316666666667	Positive	Short TL
INS	chr12	6269C	q	97412884	324	0.000324	97.412884	3.32604873909698	3.32604873909698e-06	chr12q	4918.75	12	q	4.91875	Positive	Short TL
INS	chr12	6277A	p	35911664	217	0.000217	35.911664	6.04260498761628	6.04260498761628e-06	chr12p	6638.75	12	p	6.63875	Positive	Other
INS	chr12	6277A	q	97412884	478	0.000478	97.412884	4.90694844842085	4.90694844842085e-06	chr12q	6703	12	q	6.703	Positive	Other
INS	chr12	6285B	p	35911664	163	0.000163	35.911664	4.53891526719564	4.53891526719564e-06	chr12p	3126.5	12	p	3.1265	Positive	Short TL
INS	chr12	6285B	q	97412884	480	0.00048	97.412884	4.927479613477	4.927479613477e-06	chr12q	3656	12	q	3.656	Positive	Short TL
