filename	chr	Arm	arm_size.y	type	sv_count	sv_size_sum	chr_arm_length_mb	sv_rate	sv_proportion	region	final_average_TL_p75	chr_order	arm	final_average_TL_p75_kb	direction	TL_group
6314E	chr22	p	14249622	DEL	1	0.016803	14.249622	0.070177300141716	0.00117918917428125	chr22p	3579	22	p	3.579	Positive	Other
6314E	chr22	p	14249622	INS	1	0.00348	14.249622	0.070177300141716	0.000244217004493172	chr22p	3579	22	p	3.579	Positive	Other
6314E	chr22	q	37075304	BND	2	0.007426	37.075304	0.0539442643545148	0.000200295053548313	chr22q	4374.5	22	q	4.3745	Positive	Other
6314E	chr22	q	37075304	DEL	3	0.004556	37.075304	0.0809163965317722	0.000122885034199585	chr22q	4374.5	22	q	4.3745	Positive	Other
6314E	chr22	q	37075304	INS	1	0.002132	37.075304	0.0269721321772574	5.75045858019128e-05	chr22q	4374.5	22	q	4.3745	Positive	Other
6314E	chr3	p	94076514	BND	4	0.004208	94.076514	0.0425185822680462	4.47295485459846e-05	chr3p	1922	3	p	1.922	Negative	Other
6314E	chr3	p	94076514	DEL	2	0.004093	94.076514	0.0212592911340231	4.35071393057783e-05	chr3p	1922	3	p	1.922	Negative	Other
6314E	chr3	q	107029434	BND	10	0.238568	107.029434	0.093432242199842	0.00222899431571319	chr3q	3415.5	3	q	3.4155	Negative	Other
6314E	chr3	q	107029434	DEL	4	0.062314	107.029434	0.0373728968799368	0.000582213674044095	chr3q	3415.5	3	q	3.4155	Negative	Other
6314E	chr3	q	107029434	INS	1	0.002051	107.029434	0.0093432242199842	1.91629528751876e-05	chr3q	3415.5	3	q	3.4155	Negative	Other
6314E	chr4	p	52452474	INS	1	0.002583	52.452474	0.0190648776643024	4.9244579006893e-05	chr4p	8268	4	p	8.268	Negative	Other
6314E	chr5	p	48317879	BND	2	0.222454	48.317879	0.0413925453971189	0.00460396864688535	chr5p	9230	5	p	9.23	Positive	Other
6314E	chr5	q	133727560	BND	2	0.006694	133.72756	0.0149557802445509	5.0056996478512e-05	chr5q	1415	5	q	1.415	Negative	Other
6314E	chr5	q	133727560	DEL	2	0.054759	133.72756	0.0149557802445509	0.000409481785205682	chr5q	1415	5	q	1.415	Negative	Other
6314E	chr5	q	133727560	DUP	2	0.013229	133.72756	0.0149557802445509	9.89250084275822e-05	chr5q	1415	5	q	1.415	Negative	Other
6314E	chr5	q	133727560	INS	5	0.005285	133.72756	0.0373894506113773	3.95206492962258e-05	chr5q	1415	5	q	1.415	Negative	Other
6314E	chr6	p	59672548	DEL	2	0.006302	59.672548	0.0335162493815414	0.000105609701801237	chr6p	3820	6	p	3.82	Negative	Other
6314E	chr6	p	59672548	INS	4	0.002879	59.672548	0.0670324987630828	4.82466409847289e-05	chr6p	3820	6	p	3.82	Negative	Other
6314E	chr6	q	112454080	BND	4	0.000846	112.45408	0.0355700744695079	7.52307075030092e-06	chr6q	4838	6	q	4.838	Positive	Other
6314E	chr6	q	112454080	DEL	9	0.06683	112.45408	0.0800326675563928	0.000594287019199303	chr6q	4838	6	q	4.838	Positive	Other
6314E	chr6	q	112454080	DUP	1	0.038422	112.45408	0.00889251861737698	0.000341668350316858	chr6q	4838	6	q	4.838	Positive	Other
6314E	chr6	q	112454080	INS	3	0.002322	112.45408	0.0266775558521309	2.06484282295493e-05	chr6q	4838	6	q	4.838	Positive	Other
6314E	chr7	p	62064435	DEL	2	0.009016	62.064435	0.0322245743476115	0.000145268381159033	chr7p	1998.5	7	p	1.9985	Positive	Other
6314E	chr7	p	62064435	INS	2	0.005355	62.064435	0.0322245743476115	8.62812978157297e-05	chr7p	1998.5	7	p	1.9985	Positive	Other
6314E	chr7	q	98502993	BND	4	0.0257	98.502993	0.0406079031527499	0.000260905777756418	chr7q	5512	7	q	5.512	Positive	Other
6314E	chr7	q	98502993	DEL	8	0.142502	98.502993	0.0812158063054998	0.00144667685376829	chr7q	5512	7	q	5.512	Positive	Other
6314E	chr7	q	98502993	DUP	1	0.096571	98.502993	0.0101519757881875	0.000980386453841052	chr7q	5512	7	q	5.512	Positive	Other
6314E	chr8	q	100988875	INS	2	0.002521	100.988875	0.0198041615970076	2.49631456930281e-05	chr8q	5195	8	q	5.195	Negative	Other
6314E	chr8	q	100988875	INV	1	0.000887	100.988875	0.0099020807985038	8.78314566827287e-06	chr8q	5195	8	q	5.195	Negative	Other
6314E	chr9	p	46267185	DEL	1	9e-05	46.267185	0.0216135907122943	1.94522316410648e-06	chr9p	3437	9	p	3.437	Negative	Other
6314E	chr9	p	46267185	INS	1	0.002863	46.267185	0.0216135907122943	6.18797102092985e-05	chr9p	3437	9	p	3.437	Negative	Other
6314E	chr9	q	104350062	BND	8	0.078588	104.350062	0.0766650239268665	0.000753118862545573	chr9q	1983.75	9	q	1.98375	Negative	Other
6314E	chr9	q	104350062	DEL	3	0.018262	104.350062	0.0287493839725749	0.000175007083369054	chr9q	1983.75	9	q	1.98375	Negative	Other
6314E	chr9	q	104350062	DUP	1	0.007324	104.350062	0.00958312799085831	7.01868294050463e-05	chr9q	1983.75	9	q	1.98375	Negative	Other
6314E	chr9	q	104350062	INS	3	0.01019	104.350062	0.0287493839725749	9.76520742268462e-05	chr9q	1983.75	9	q	1.98375	Negative	Other
6324B	chr1	p	124048267	BND	5	128.775573	124.048267	0.0403068911877665	1.03810860171066	chr1p	8373	1	p	8.373	Negative	Other
6324B	chr1	p	124048267	DEL	5	0.067643	124.048267	0.0403068911877665	0.000545295808122817	chr1p	8373	1	p	8.373	Negative	Other
6324B	chr1	p	124048267	INS	1	0.002589	124.048267	0.00806137823755329	2.08709082570255e-05	chr1p	8373	1	p	8.373	Negative	Other
6324B	chr1	q	124339061	BND	3	128.774133	124.339061	0.0241275748415054	1.03566917720249	chr1q	4714	1	q	4.714	Negative	Other
6324B	chr1	q	124339061	DEL	3	0.069515	124.339061	0.0241275748415054	0.000559076121702415	chr1q	4714	1	q	4.714	Negative	Other
6324B	chr1	q	124339061	INS	1	0.000323	124.339061	0.00804252494716845	2.59773555793541e-06	chr1q	4714	1	q	4.714	Negative	Other
6324B	chr10	p	40649191	BND	2	0.01739	40.649191	0.0492014711928707	0.000427806792022011	chr10p	5622.5	10	p	5.6225	Negative	Other
6324B	chr10	p	40649191	DEL	1	0.000477	40.649191	0.0246007355964354	1.17345508794997e-05	chr10p	5622.5	10	p	5.6225	Negative	Other
6324B	chr10	p	40649191	INS	1	0.000748	40.649191	0.0246007355964354	1.84013502261336e-05	chr10p	5622.5	10	p	5.6225	Negative	Other
6324B	chr10	q	94108943	DEL	1	0.002223	94.108943	0.0106259826975211	2.36215595365894e-05	chr10q	4463	10	q	4.463	Positive	Other
6324B	chr10	q	94108943	INV	1	0.000185	94.108943	0.0106259826975211	1.9658067990414e-06	chr10q	4463	10	q	4.463	Positive	Other
6324B	chr11	p	52743313	DEL	4	0.012681	52.743313	0.07583899782708	0.0002404285828613	chr11p	11241.5	11	p	11.2415	Negative	Other
6324B	chr11	q	82384456	BND	4	1.073232	82.384456	0.0485528483674153	0.0130271176397645	chr11q	7423.5	11	q	7.4235	Negative	Other
6324B	chr11	q	82384456	DEL	3	0.022773	82.384456	0.0364146362755615	0.000276423503967787	chr11q	7423.5	11	q	7.4235	Negative	Other
6324B	chr11	q	82384456	DUP	1	0.000638	82.384456	0.0121382120918538	7.74417931460274e-06	chr11q	7423.5	11	q	7.4235	Negative	Other
6324B	chr11	q	82384456	INS	5	0.005266	82.384456	0.0606910604592692	6.39198248757023e-05	chr11q	7423.5	11	q	7.4235	Negative	Other
6324B	chr12	p	35911664	BND	1	99.64902	35.911664	0.0278461059337156	2.77483716711094	chr12p	3744.5	12	p	3.7445	Positive	Other
6324B	chr12	p	35911664	DEL	1	0.000766	35.911664	0.0278461059337156	2.13301171452261e-05	chr12p	3744.5	12	p	3.7445	Positive	Other
6324B	chr12	p	35911664	DUP	1	0.029445	35.911664	0.0278461059337156	0.000819928589218255	chr12p	3744.5	12	p	3.7445	Positive	Other
6324B	chr12	p	35911664	INS	1	0.000322	35.911664	0.0278461059337156	8.96644611065641e-06	chr12p	3744.5	12	p	3.7445	Positive	Other
6324B	chr12	q	97412884	BND	3	99.649208	97.412884	0.0307967475842313	1.02295716858152	chr12q	3334	12	q	3.334	Positive	Other
6324B	chr12	q	97412884	DEL	2	0.01444	97.412884	0.0205311650561542	0.000148235011705433	chr12q	3334	12	q	3.334	Positive	Other
6324B	chr12	q	97412884	DUP	2	0.016151	97.412884	0.0205311650561542	0.000165799423410973	chr12q	3334	12	q	3.334	Positive	Other
6324B	chr12	q	97412884	INS	2	0.00683	97.412884	0.0205311650561542	7.01139286667665e-05	chr12q	3334	12	q	3.334	Positive	Other
6324B	chr12	q	97412884	INV	1	0.019302	97.412884	0.0102655825280771	0.000198146273956944	chr12q	3334	12	q	3.334	Positive	Other
6324B	chr14	q	89761231	DEL	5	0.034178	89.761231	0.0557033358867371	0.00038076572278738	chr14q	5255.5	14	q	5.2555	Positive	Other
6324B	chr14	q	89761231	INS	3	0.008101	89.761231	0.0334220015320423	9.02505448036915e-05	chr14q	5255.5	14	q	5.2555	Positive	Other
6324B	chr15	q	82566565	BND	20	207.954242	82.566565	0.242228800483586	2.51862532975666	chr15q	7624	15	q	7.624	Negative	Other
6324B	chr15	q	82566565	DEL	2	0.012761	82.566565	0.0242228800483586	0.000154554086148552	chr15q	7624	15	q	7.624	Negative	Other
6324B	chr15	q	82566565	DUP	1	2.930051	82.566565	0.0121114400241793	0.0354871369542865	chr15q	7624	15	q	7.624	Negative	Other
6324B	chr15	q	82566565	INS	1	0.002196	82.566565	0.0121114400241793	2.65967222930977e-05	chr15q	7624	15	q	7.624	Negative	Other
6324B	chr16	p	36838903	DEL	1	0.021172	36.838903	0.0271452165663022	0.00057471852514175	chr16p	6613.66666666667	16	p	6.61366666666667	Positive	Other
6324B	chr16	p	36838903	INS	1	8.1e-05	36.838903	0.0271452165663022	2.19876254187048e-06	chr16p	6613.66666666667	16	p	6.61366666666667	Positive	Other
6324B	chr16	q	59491471	BND	2	0.036158	59.491471	0.0336182643727199	0.000607784601594403	chr16q	4127	16	q	4.127	Negative	Other
6324B	chr16	q	59491471	DEL	3	0.015194	59.491471	0.0504273965590799	0.000255397954439553	chr16q	4127	16	q	4.127	Negative	Other
6324B	chr16	q	59491471	DUP	1	0.033256	59.491471	0.01680913218636	0.000559004499989587	chr16q	4127	16	q	4.127	Negative	Other
6324B	chr16	q	59491471	INV	1	0.000431	59.491471	0.01680913218636	7.24473597232114e-06	chr16q	4127	16	q	4.127	Negative	Other
6324B	chr17	p	25689679	BND	6	0.012056	25.689679	0.233556830351987	0.000469293524453926	chr17p	6391	17	p	6.391	Positive	Other
6324B	chr17	p	25689679	DEL	1	0.000464	25.689679	0.0389261383919978	1.8061728213887e-05	chr17p	6391	17	p	6.391	Positive	Other
6324B	chr17	q	58587218	BND	2	0.001646	58.587218	0.034137138923374	2.80948653339368e-05	chr17q	4814	17	q	4.814	Positive	Other
6324B	chr17	q	58587218	DEL	2	19.34141	58.587218	0.034137138923374	0.330130200071968	chr17q	4814	17	q	4.814	Positive	Other
6324B	chr17	q	58587218	INS	1	0.005161	58.587218	0.017068569461687	8.80908869917667e-05	chr17q	4814	17	q	4.814	Positive	Other
6324B	chr18	q	62092914	DUP	1	0.000695	62.092914	0.0161048972512387	1.11929035896109e-05	chr18q	5106.5	18	q	5.1065	Positive	Other
6324B	chr19	p	27792923	DEL	2	0.122451	27.792923	0.0719607649760337	0.00440583381604015	chr19p	187	19	p	0.187	Negative	Other
6324B	chr19	p	27792923	DUP	3	0.00419	27.792923	0.10794114746405	0.000150757802624791	chr19p	187	19	p	0.187	Negative	Other
6324B	chr19	p	27792923	INS	1	7e-05	27.792923	0.0359803824880168	2.51862677416118e-06	chr19p	187	19	p	0.187	Negative	Other
6324B	chr19	q	33914441	DEL	1	0.006551	33.914441	0.0294859644008285	0.000193162552789828	chr19q	5251.5	19	q	5.2515	Positive	Other
6324B	chr19	q	33914441	DUP	1	0.005876	33.914441	0.0294859644008285	0.000173259526819269	chr19q	5251.5	19	q	5.2515	Positive	Other
6324B	chr19	q	33914441	INS	2	0.003159	33.914441	0.0589719288016571	9.31461615422174e-05	chr19q	5251.5	19	q	5.2515	Positive	Other
6324B	chr2	p	93503283	BND	4	0.007784	93.503283	0.0427792465853846	8.32484138551584e-05	chr2p	8341	2	p	8.341	Negative	Other
6324B	chr2	p	93503283	DEL	5	0.064376	93.503283	0.0534740582317308	0.00068848919454518	chr2p	8341	2	p	8.341	Negative	Other
6324B	chr2	q	149193469	BND	2	0.00021	149.193469	0.0134054125385341	1.40756831654608e-06	chr2q	6927	2	q	6.927	Positive	Other
6324B	chr2	q	149193469	DEL	8	0.036184	149.193469	0.0536216501541364	0.000242530723647159	chr2q	6927	2	q	6.927	Positive	Other
6324B	chr2	q	149193469	INS	3	0.002993	149.193469	0.0201081188078012	2.00611998639163e-05	chr2q	6927	2	q	6.927	Positive	Other
6324B	chr20	p	28012753	BND	2	0.330974	28.012753	0.0713960530762542	0.0118151186354301	chr20p	2322	20	p	2.322	Positive	Other
6324B	chr20	p	28012753	INV	1	0.000618	28.012753	0.0356980265381271	2.20613804005626e-05	chr20p	2322	20	p	2.322	Positive	Other
6324B	chr20	q	38197502	DEL	1	0.00027	38.197502	0.0261797224331581	7.06852505695268e-06	chr20q	5013	20	q	5.013	Negative	Other
6324B	chr20	q	38197502	INS	1	0.000264	38.197502	0.0261797224331581	6.91144672235373e-06	chr20q	5013	20	q	5.013	Negative	Other
6324B	chr21	q	33956153	BND	8	11.330744	33.956153	0.235597948919596	0.333687505766628	chr21q	4380	21	q	4.38	Negative	Other
6324B	chr21	q	33956153	INS	1	0.000188	33.956153	0.0294497436149496	5.53655179961051e-06	chr21q	4380	21	q	4.38	Negative	Other
6324B	chr22	q	37075304	BND	10	0.066794	37.075304	0.269721321772574	0.00180157659664773	chr22q	5772	22	q	5.772	Positive	Other
6324B	chr22	q	37075304	DEL	1	0.000538	37.075304	0.0269721321772574	1.45110071113645e-05	chr22q	5772	22	q	5.772	Positive	Other
6324B	chr22	q	37075304	DUP	1	0.009524	37.075304	0.0269721321772574	0.000256882586856199	chr22q	5772	22	q	5.772	Positive	Other
6324B	chr22	q	37075304	INS	1	0.001472	37.075304	0.0269721321772574	3.97029785649229e-05	chr22q	5772	22	q	5.772	Positive	Other
6324B	chr3	p	94076514	BND	8	0.006548	94.076514	0.0850371645360924	6.96029191727916e-05	chr3p	3953	3	p	3.953	Negative	Other
6324B	chr3	p	94076514	DEL	4	0.021424	94.076514	0.0425185822680462	0.000227729526627655	chr3p	3953	3	p	3.953	Negative	Other
6324B	chr3	q	107029434	BND	2	0.01814	107.029434	0.0186864484399684	0.000169486087350513	chr3q	5117	3	q	5.117	Negative	Other
6324B	chr3	q	107029434	DEL	4	0.058762	107.029434	0.0373728968799368	0.000549026541614711	chr3q	5117	3	q	5.117	Negative	Other
6324B	chr3	q	107029434	INS	3	0.004704	107.029434	0.0280296726599526	4.39505267308057e-05	chr3q	5117	3	q	5.117	Negative	Other
6324B	chr3	q	107029434	INV	1	0.009321	107.029434	0.0093432242199842	8.70881929544727e-05	chr3q	5117	3	q	5.117	Negative	Other
6324B	chr4	p	52452474	INS	1	0.002229	52.452474	0.0190648776643024	4.249561231373e-05	chr4p	4548	4	p	4.548	Negative	Other
6324B	chr4	q	141122471	BND	2	0.009222	141.122471	0.0141720874487806	6.53474952263272e-05	chr4q	5403	4	q	5.403	Positive	Other
6324B	chr4	q	141122471	DEL	12	0.064852	141.122471	0.0850325246926834	0.000459544107614159	chr4q	5403	4	q	5.403	Positive	Other
6324B	chr4	q	141122471	INS	3	0.007621	141.122471	0.0212581311731709	5.40027392235784e-05	chr4q	5403	4	q	5.403	Positive	Other
6324B	chr5	p	48317879	BND	6	0.020022	48.317879	0.124177636191357	0.000414380771970558	chr5p	4419	5	p	4.419	Positive	Other
6324B	chr5	p	48317879	DEL	2	0.011345	48.317879	0.0413925453971189	0.000234799213765157	chr5p	4419	5	p	4.419	Positive	Other
6324B	chr5	p	48317879	INS	2	0.003013	48.317879	0.0413925453971189	6.23578696407597e-05	chr5p	4419	5	p	4.419	Positive	Other
6324B	chr5	q	133727560	BND	20	220.61905	133.72756	0.149557802445509	1.6497650147808	chr5q	11015.5	5	q	11.0155	Negative	Other
6324B	chr5	q	133727560	DEL	2	0.018665	133.72756	0.0149557802445509	0.000139574819132272	chr5q	11015.5	5	q	11.0155	Negative	Other
6324B	chr5	q	133727560	DUP	3	22.217225	133.72756	0.0224336703668264	0.166137967371872	chr5q	11015.5	5	q	11.0155	Negative	Other
6324B	chr5	q	133727560	INS	3	0.003265	133.72756	0.0224336703668264	2.44153112492294e-05	chr5q	11015.5	5	q	11.0155	Negative	Other
6324B	chr6	p	59672548	BND	6	0.010068	59.672548	0.100548748144624	0.000168720799386679	chr6p	5239	6	p	5.239	Negative	Other
6324B	chr6	p	59672548	DEL	16	0.04227	59.672548	0.268129995052331	0.000708365930678878	chr6p	5239	6	p	5.239	Negative	Other
6324B	chr6	p	59672548	INS	12	0.015616	59.672548	0.201097496289248	0.000261694875171075	chr6p	5239	6	p	5.239	Negative	Other
6324B	chr6	p	59672548	INV	1	0.000652	59.672548	0.0167581246907707	1.09262972983825e-05	chr6p	5239	6	p	5.239	Negative	Other
6324B	chr6	q	112454080	BND	2	0.025298	112.45408	0.017785037234754	0.000224962935982403	chr6q	4250.5	6	q	4.2505	Positive	Other
6324B	chr6	q	112454080	DEL	10	0.281085	112.45408	0.0889251861737698	0.00249955359556541	chr6q	4250.5	6	q	4.2505	Positive	Other
6324B	chr6	q	112454080	INS	3	0.006154	112.45408	0.0266775558521309	5.47245595713379e-05	chr6q	4250.5	6	q	4.2505	Positive	Other
6324B	chr7	p	62064435	DEL	2	0.052257	62.064435	0.0322245743476115	0.000841979790841566	chr7p	3142	7	p	3.142	Positive	Other
6324B	chr7	p	62064435	INV	1	0.001094	62.064435	0.0161122871738057	1.76268421681435e-05	chr7p	3142	7	p	3.142	Positive	Other
6324B	chr7	q	98502993	BND	2	0.000302	98.502993	0.0203039515763749	3.06589668803262e-06	chr7q	3970	7	q	3.97	Positive	Other
6324B	chr7	q	98502993	DEL	5	0.048493	98.502993	0.0507598789409374	0.000492299761896575	chr7q	3970	7	q	3.97	Positive	Other
6324B	chr7	q	98502993	DUP	1	0.000238	98.502993	0.0101519757881875	2.41617023758862e-06	chr7q	3970	7	q	3.97	Positive	Other
6324B	chr8	p	45270456	DEL	5	0.344049	45.270456	0.110447308063343	0.007599857178377	chr8p	8228	8	p	8.228	Negative	Other
6324B	chr8	p	45270456	INS	2	0.003492	45.270456	0.0441789232253371	7.71363999514385e-05	chr8p	8228	8	p	8.228	Negative	Other
6324B	chr8	q	100988875	BND	2	0.000494	100.988875	0.0198041615970076	4.89162791446087e-06	chr8q	5409	8	q	5.409	Negative	Other
6324B	chr8	q	100988875	DEL	4	0.000968	100.988875	0.0396083231940152	9.58521421295168e-06	chr8q	5409	8	q	5.409	Negative	Other
6324B	chr8	q	100988875	INS	2	0.001047	100.988875	0.0198041615970076	1.03674785960335e-05	chr8q	5409	8	q	5.409	Negative	Other
6324B	chr8	q	100988875	INV	2	0.001279	100.988875	0.0198041615970076	1.26647613412864e-05	chr8q	5409	8	q	5.409	Negative	Other
6324B	chr9	p	46267185	DEL	3	0.016078	46.267185	0.0648407721368828	0.000347503311472267	chr9p	5671.66666666667	9	p	5.67166666666667	Negative	Other
6324B	chr9	p	46267185	DUP	1	0.016353	46.267185	0.0216135907122943	0.000353447048918148	chr9p	5671.66666666667	9	p	5.67166666666667	Negative	Other
6324B	chr9	p	46267185	INS	3	0.005872	46.267185	0.0648407721368828	0.000126915004662592	chr9p	5671.66666666667	9	p	5.67166666666667	Negative	Other
6365A	chr1	p	124048267	BND	2	0.000304	124.048267	0.0161227564751066	2.4506589842162e-06	chr1p	4965	1	p	4.965	Negative	Other
6365A	chr1	p	124048267	DEL	6	0.040554	124.048267	0.0483682694253197	0.000326921133045736	chr1p	4965	1	p	4.965	Negative	Other
6365A	chr1	p	124048267	INS	3	0.005791	124.048267	0.0241841347126599	4.66834413736711e-05	chr1p	4965	1	p	4.965	Negative	Other
6365A	chr1	q	124339061	BND	4	0.573828	124.339061	0.0321700997886738	0.00461502600538378	chr1q	4419.25	1	q	4.41925	Negative	Other
6365A	chr1	q	124339061	DEL	3	0.043281	124.339061	0.0241275748415054	0.000348088522238398	chr1q	4419.25	1	q	4.41925	Negative	Other
6365A	chr1	q	124339061	DUP	1	0.006388	124.339061	0.00804252494716845	5.13756493625121e-05	chr1q	4419.25	1	q	4.41925	Negative	Other
6365A	chr1	q	124339061	INS	2	0.001585	124.339061	0.0160850498943369	1.2747402041262e-05	chr1q	4419.25	1	q	4.41925	Negative	Other
6365A	chr10	p	40649191	BND	6	0.037256	40.649191	0.147604413578612	0.000916525005380796	chr10p	3500.66666666667	10	p	3.50066666666667	Negative	Other
6365A	chr10	p	40649191	DEL	5	0.014855	40.649191	0.123003677982177	0.000365443927285047	chr10p	3500.66666666667	10	p	3.50066666666667	Negative	Other
6365A	chr10	p	40649191	INS	2	0.004517	40.649191	0.0492014711928707	0.000111121522689099	chr10p	3500.66666666667	10	p	3.50066666666667	Negative	Other
6365A	chr10	q	94108943	DEL	4	0.031628	94.108943	0.0425039307900844	0.000336078580757198	chr10q	4528.75	10	q	4.52875	Positive	Other
6365A	chr10	q	94108943	DUP	1	0.024213	94.108943	0.0106259826975211	0.000257286919055079	chr10q	4528.75	10	q	4.52875	Positive	Other
6365A	chr11	q	82384456	BND	186	1668.47627	82.384456	2.25770744908481	20.2523188354852	chr11q	4253.25	11	q	4.25325	Negative	Other
6365A	chr11	q	82384456	DEL	9	63.042316	82.384456	0.109243908826684	0.76522100236967	chr11q	4253.25	11	q	4.25325	Negative	Other
6365A	chr11	q	82384456	DUP	8	87.184419	82.384456	0.0971056967348307	1.05826296892705	chr11q	4253.25	11	q	4.25325	Negative	Other
6365A	chr11	q	82384456	INS	2	0.000706	82.384456	0.0242764241837077	8.56957773684881e-06	chr11q	4253.25	11	q	4.25325	Negative	Other
6365A	chr12	p	35911664	BND	6	221.308996	35.911664	0.167076635602293	6.16259374670024	chr12p	6876	12	p	6.876	Positive	Other
6365A	chr12	p	35911664	DEL	1	0.027491	35.911664	0.0278461059337156	0.000765517298223775	chr12p	6876	12	p	6.876	Positive	Other
6365A	chr12	p	35911664	INS	1	0.004072	35.911664	0.0278461059337156	0.00011338934336209	chr12p	6876	12	p	6.876	Positive	Other
6365A	chr12	q	97412884	BND	6	220.695618	97.412884	0.0615934951684625	2.26556908016397	chr12q	4486.5	12	q	4.4865	Positive	Other
6365A	chr12	q	97412884	DEL	2	0.001773	97.412884	0.0205311650561542	1.82008778222807e-05	chr12q	4486.5	12	q	4.4865	Positive	Other
6365A	chr12	q	97412884	INS	1	0.003084	97.412884	0.0102655825280771	3.16590565165897e-05	chr12q	4486.5	12	q	4.4865	Positive	Other
6365A	chr13	q	97043744	DEL	3	0.001972	97.043744	0.0309138938415237	2.03207328851616e-05	chr13q	6328.5	13	q	6.3285	Positive	Other
6365A	chr13	q	97043744	INS	4	0.0035	97.043744	0.0412185251220316	3.60662094817776e-05	chr13q	6328.5	13	q	6.3285	Positive	Other
6365A	chr13	q	97043744	INV	1	0.002455	97.043744	0.0103046312805079	2.52978697936469e-05	chr13q	6328.5	13	q	6.3285	Positive	Other
6365A	chr14	p	11400261	DEL	1	8.5e-05	11.400261	0.0877172899813434	7.45596964841419e-06	chr14p	3758	14	p	3.758	Positive	Other
6365A	chr14	p	11400261	INS	1	0.000136	11.400261	0.0877172899813434	1.19295514374627e-05	chr14p	3758	14	p	3.758	Positive	Other
6365A	chr14	q	89761231	BND	4	25.051332	89.761231	0.0445626687093897	0.279088552161233	chr14q	4726.5	14	q	4.7265	Positive	Other
6365A	chr14	q	89761231	DEL	3	0.006066	89.761231	0.0334220015320423	6.75792870977895e-05	chr14q	4726.5	14	q	4.7265	Positive	Other
6365A	chr14	q	89761231	DUP	2	0.005414	89.761231	0.0222813343546948	6.0315572098159e-05	chr14q	4726.5	14	q	4.7265	Positive	Other
6365A	chr14	q	89761231	INS	1	0.003649	89.761231	0.0111406671773474	4.06522945301407e-05	chr14q	4726.5	14	q	4.7265	Positive	Other
6365A	chr15	q	82566565	BND	70	295.5712	82.566565	0.84780080169255	3.5797928616747	chr15q	3267.75	15	q	3.26775	Negative	Other
6365A	chr15	q	82566565	DEL	6	0.018795	82.566565	0.0726686401450757	0.00022763451525445	chr15q	3267.75	15	q	3.26775	Negative	Other
6365A	chr15	q	82566565	DUP	1	6.181627	82.566565	0.0121114400241793	0.0748684046623473	chr15q	3267.75	15	q	3.26775	Negative	Other
6365A	chr15	q	82566565	INS	1	0.003182	82.566565	0.0121114400241793	3.85386021569385e-05	chr15q	3267.75	15	q	3.26775	Negative	Other
6365A	chr16	p	36838903	DEL	2	0.072091	36.838903	0.0542904331326044	0.00195692580748129	chr16p	4636.25	16	p	4.63625	Positive	Other
6365A	chr16	p	36838903	INS	3	0.000465	36.838903	0.0814356496989066	1.26225257033305e-05	chr16p	4636.25	16	p	4.63625	Positive	Other
6365A	chr16	q	59491471	BND	4	0.07239	59.491471	0.0672365287454398	0.0012168130789706	chr16q	4518.5	16	q	4.5185	Negative	Other
6365A	chr16	q	59491471	DEL	3	0.014462	59.491471	0.0504273965590799	0.000243093669679138	chr16q	4518.5	16	q	4.5185	Negative	Other
6365A	chr16	q	59491471	INV	2	0.001093	59.491471	0.0336182643727199	1.83723814796914e-05	chr16q	4518.5	16	q	4.5185	Negative	Other
6365A	chr17	p	25689679	DUP	1	0.001603	25.689679	0.0389261383919978	6.23985998423725e-05	chr17p	3855	17	p	3.855	Positive	Other
6365A	chr17	q	58587218	BND	4	2.836356	58.587218	0.0682742778467481	0.0484125394040727	chr17q	5482.41666666667	17	q	5.48241666666667	Positive	Other
6365A	chr17	q	58587218	DEL	3	0.008778	58.587218	0.0512057083850611	0.000149827902734689	chr17q	5482.41666666667	17	q	5.48241666666667	Positive	Other
6365A	chr18	q	62092914	DEL	3	0.06134	62.092914	0.0483146917537161	0.000987874397390981	chr18q	2471.5	18	q	2.4715	Positive	Other
6365A	chr18	q	62092914	INS	2	0.005161	62.092914	0.0322097945024774	8.31173747136428e-05	chr18q	2471.5	18	q	2.4715	Positive	Other
6365A	chr19	p	27792923	DEL	2	0.000663	27.792923	0.0719607649760337	2.38549935895552e-05	chr19p	3323	19	p	3.323	Negative	Other
6365A	chr19	p	27792923	INS	5	0.007739	27.792923	0.179901912440084	0.000278452180074762	chr19p	3323	19	p	3.323	Negative	Other
6365A	chr19	q	33914441	DEL	1	0.000133	33.914441	0.0294859644008285	3.9216332653102e-06	chr19q	5301	19	q	5.301	Positive	Other
6365A	chr2	p	93503283	BND	2	0.001748	93.503283	0.0213896232926923	1.86945307578131e-05	chr2p	3297.75	2	p	3.29775	Negative	Other
6365A	chr2	p	93503283	DEL	6	0.079768	93.503283	0.0641688698780769	0.00085310373540574	chr2p	3297.75	2	p	3.29775	Negative	Other
6365A	chr2	p	93503283	DUP	3	0.05196	93.503283	0.0320844349390385	0.000555702413144146	chr2p	3297.75	2	p	3.29775	Negative	Other
6365A	chr2	p	93503283	INS	1	0.000334	93.503283	0.0106948116463462	3.57206708987961e-06	chr2p	3297.75	2	p	3.29775	Negative	Other
6365A	chr2	q	149193469	BND	2	0.005628	149.193469	0.0134054125385341	3.7722830883435e-05	chr2q	7584.5	2	q	7.5845	Positive	Other
